iter	MAP:top=5
273	0.7275840698
274	0.7276757823
275	0.7277883386
276	0.7277883386
277	0.7280593074
278	0.7285954088
279	0.7291932077
280	0.7295108665
281	0.7300277917
282	0.7303129342
283	0.7306330943
284	0.7302178867
285	0.7304413318
286	0.7318236896
287	0.7314434995
288	0.7316636096
289	0.7315919071
290	0.731281752
291	0.7318170196
292	0.7329976099
293	0.7333994775
294	0.7335370463
295	0.7333336113
296	0.7336187538
297	0.7340948252
298	0.7345800678
299	0.7344249903
300	0.7348368629
301	0.7347968429
302	0.735137013
303	0.7351520205
304	0.7358106831
305	0.7356139181
306	0.7357239731
307	0.7358990606
308	0.7363126007
309	0.7368520371
310	0.7366202546
311	0.7368370296
312	0.7369946084
313	0.7376140848
314	0.7375248735
315	0.7379167361
316	0.7378283586
317	0.7377358124
318	0.73853121
319	0.7388555389
320	0.739529209
321	0.7399852704
322	0.7399169029
323	0.740413818
324	0.7403029292
325	0.7404079818
326	0.7406606081
327	0.7408790506
328	0.7405021955
329	0.7404955255
330	0.7408840531
331	0.7412575732
332	0.7413759658
333	0.7414409983
334	0.7417711634
335	0.742413151
336	0.7430317937
337	0.7429834362
338	0.7430551387
339	0.7437567395
340	0.743895142
341	0.743741732
342	0.7439280751
343	0.7450919904
344	0.7455672281
345	0.7456739481
346	0.7461074982
347	0.7461658607
348	0.746315102
349	0.746428492
350	0.7464826858
351	0.7469028959
352	0.7468495359
353	0.7467511534
354	0.7469562559
355	0.7469720972
356	0.7469537547
357	0.747159691
358	0.747356456
359	0.7476215886
360	0.747523206
361	0.7477216386
362	0.7481243399
363	0.7483652938
364	0.7486587738
365	0.7485670613
366	0.7489122339
367	0.7495333778
368	0.7501686955
369	0.7498885554
370	0.7499852704
371	0.7497534879
372	0.750213718
373	0.7505197043
374	0.7507881719
375	0.7508807181
376	0.7519429159
377	0.752403146
378	0.7521130009
379	0.7522047135
380	0.7525081985
381	0.752443166
382	0.7527183036
383	0.7531043299
384	0.753141015
385	0.7531118337
386	0.7536504363
387	0.754205714
388	0.754269079
389	0.7546892891
390	0.7553813018
391	0.7558932244
392	0.7558982269
393	0.7559674282
394	0.7557906731
395	0.7558306931
396	0.7560508032
397	0.7565127008
398	0.7563276082
399	0.7566644433
400	0.7571330109
401	0.7571680285
402	0.7582368962
403	0.7581818687
404	0.758010533
405	0.7582235562
406	0.7583302762
407	0.7586437663
408	0.7587855039
409	0.7588788839
410	0.759169029
411	0.7593307765
412	0.7595892391
413	0.7597243066
414	0.7599227391
415	0.7603179367
416	0.7603246067
417	0.7604463343
418	0.7607573231
419	0.7611208382
420	0.7612725807
421	0.7617065477
422	0.7613797176
423	0.7615998277
424	0.7618632928
425	0.7620867378
426	0.762323106
427	0.7625715636
428	0.7626807848
429	0.7629625924
430	0.7632002112
431	0.7632680229
432	0.763538158
433	0.7632827525
434	0.7638155189
435	0.7637167195
436	0.763641682
437	0.7635933244
438	0.7634149019
439	0.7639935245
440	0.763971847
441	0.7645032238
442	0.7647316714
443	0.7650223723
444	0.7651090823
445	0.7651257573
446	0.765520538
447	0.7657039631
448	0.7657714969
449	0.7655497193
450	0.7659765994
451	0.7658598744
452	0.7665777333
453	0.7665360458
454	0.7663526208
455	0.7661858707
456	0.7667211383
457	0.7673714635
458	0.7675398811
459	0.7677249736
460	0.7676149186
461	0.7679289645
462	0.7680923795
463	0.7683691846
464	0.7686026347
465	0.7688060697
466	0.7691362348
467	0.7686543272
468	0.7689411372
469	0.7690561948
470	0.7690378523
471	0.7698049025
472	0.7696031349
473	0.7698249125
474	0.7692963148
475	0.7695030849
476	0.7696781724
477	0.7699383025
478	0.7704510589
479	0.7706211439
480	0.7710663665
481	0.7712647991
482	0.7712147741
483	0.7714632316
484	0.7716149742
485	0.7716533267
486	0.7721835918
487	0.7721835918
488	0.7723436718
489	0.7724287144
490	0.7725270969
491	0.7726521594
492	0.773050692
493	0.7729156245
494	0.773154077
495	0.773194097
496	0.7734575621
497	0.7736676672
498	0.7741212273
499	0.7742963148
500	0.7741804235
501	0.7741173364
502	0.7741473515
503	0.7746576066
504	0.7748243566
505	0.7750661442
506	0.7751128342
507	0.7751707798
508	0.7757381469
509	0.7759490857
510	0.7763381691
511	0.776118059
512	0.7763781891
513	0.7758529265
514	0.7758991996
515	0.7762460397
516	0.7764744872
517	0.7766745873
518	0.7761276472
519	0.7762031016
520	0.776695709
521	0.7762938414
522	0.7761946251
523	0.7768916403
524	0.7768232727
525	0.7772985104
526	0.7772323662
527	0.7772607137
528	0.7779260464
529	0.7781515758
530	0.7788708243
531	0.778968651
532	0.7788466455
533	0.7793013173
534	0.7793563448
535	0.7790511923
536	0.7797915624
537	0.7797515424
538	0.7806036352
539	0.7803332222
540	0.7804449447
541	0.7804616197
542	0.7806500472
543	0.7806294814
544	0.7807645489
545	0.7805244289
546	0.7807003502
547	0.7809504752
548	0.7813289978
549	0.7819154021
550	0.7816241454
551	0.781922628
552	0.7818175755
553	0.7816708354
554	0.7823303318
555	0.7826154744
556	0.7824670669
557	0.78257337
558	0.7825483575
559	0.7834300484
560	0.7833933633
561	0.7835171753
562	0.7839057029
563	0.7837339503
564	0.7837889778
565	0.7836122228
566	0.7836589128
567	0.7837756378
568	0.7837873103
569	0.7841516592
570	0.7842617142
571	0.7843284142
572	0.7841133067
573	0.7847069368
574	0.7850987994
575	0.7852638819
576	0.7852205269
577	0.7852522094
578	0.7848603468
579	0.7852555444
580	0.784949836
581	0.7857202212
582	0.7857402312
583	0.7855017787
584	0.7858569563
585	0.7861301484
586	0.7869372186
587	0.7873757712
588	0.78739328
589	0.7876698071
590	0.7875443277
591	0.7876227002
592	0.7877444278
593	0.7884727086
594	0.7885584459
595	0.7888102385
596	0.7891616642
597	0.7894084542
598	0.7893801067
599	0.7889661497
600	0.7890611973
601	0.7893605136
602	0.7894668167
603	0.7891149742
604	0.7899128731
605	0.7900018065
606	0.7901243677
607	0.7900043077
608	0.7900526652
609	0.7902961203
610	0.7904111778
611	0.7906146129
612	0.7907913679
613	0.7909481129
614	0.7910998555
615	0.7917585181
616	0.7918185482
617	0.7919569507
618	0.7922037408
619	0.7922045745
620	0.7924405258
621	0.7926823134
622	0.7927167751
623	0.7926739759
624	0.7924788783
625	0.7926673059
626	0.793107526
627	0.7931825635
628	0.7934510311
629	0.7934110111
630	0.793220916
631	0.793060836
632	0.7930891835
633	0.7937306153
634	0.7939157079
635	0.7935155078
636	0.7937322828
637	0.7938373353
638	0.7939279362
639	0.7944348563
640	0.7945765939
641	0.7948417264
642	0.7955087266
643	0.7955437441
644	0.7959556167
645	0.7962224168
646	0.7961961536
647	0.7964812962
648	0.7964812962
649	0.7966680563
650	0.7971583014
651	0.7972983714
652	0.7973817464
653	0.7974351064
654	0.797630204
655	0.7982621866
656	0.798137541
657	0.7984376911
658	0.7984368573
659	0.7988087099
660	0.7988604024
661	0.7986336224
662	0.7987870324
663	0.7989237674
664	0.7987408982
665	0.79920224
666	0.7994557001
667	0.7993506475
668	0.79936232
669	0.7992639375
670	0.8000276527
671	0.8002456784
672	0.8003790784
673	0.8009043411
674	0.8009627036
675	0.8010010561
676	0.8004157634
677	0.8007648269
678	0.8010799844
679	0.8012245011
680	0.801165027
681	0.8011967095
682	0.801458507
683	0.8016402646
684	0.8020387972
685	0.8024723473
686	0.8025407148
687	0.8027374799
688	0.8029175699
689	0.8030209549
690	0.8029792674
691	0.802783614
692	0.8026885665
693	0.802696904
694	0.8029587016
695	0.8033689067
696	0.8031821466
697	0.8033772442
698	0.8036757268
699	0.8037174143
700	0.8036473792
701	0.8038508143
702	0.8040075593
703	0.8043332777
704	0.8043020121
705	0.8044399978
706	0.8044450003
707	0.8046934578
708	0.805150353
709	0.805157023
710	0.8050707298
711	0.8051620255
712	0.8048635429
713	0.8050069479
714	0.8050686454
715	0.8053121005
716	0.805193708
717	0.8050686454
718	0.8054955255
719	0.8060462176
720	0.8060662276
721	0.8064247401
722	0.8066198377
723	0.8063046801
724	0.8067382302
725	0.8069099828
726	0.8071651103
727	0.8071300928
728	0.8071584403
729	0.8071634428
730	0.8074485854
731	0.8072922572
732	0.8072122172
733	0.8077208048
734	0.8078725474
735	0.8078275249
736	0.808407815
737	0.8084028125
738	0.8085445501
739	0.8085962426
740	0.8090510533
741	0.8087096326
742	0.8086896226
743	0.8090414652
744	0.8093582903
745	0.8095909066
746	0.8095725641
747	0.8102695792
748	0.8102045467
749	0.8105313768
750	0.8108198544
751	0.8108348619
752	0.8110562226
753	0.8117315602
754	0.8117098827
755	0.8119500028
756	0.8119966928
757	0.8126103329
758	0.8129008949
759	0.8126974598
760	0.8129375799
761	0.8128892224
762	0.8129309099
763	0.8129692624
764	0.81337113
765	0.8137296426
766	0.8141615252
767	0.8139364127
768	0.8143349453
769	0.8145884053
770	0.8148351954
771	0.815137013
772	0.815523873
773	0.8158398644
774	0.8162267245
775	0.8165143683
776	0.8168545384
777	0.8168078484
778	0.817136346
779	0.8166611083
780	0.817386471
781	0.817406481
782	0.8178967261
783	0.8174148185
784	0.817203046
785	0.8176878717
786	0.8172193041
787	0.8172393141
788	0.8175261242
789	0.8181180868
790	0.818658357
791	0.8185816519
792	0.818711717
793	0.818845117
794	0.8189968595
795	0.8191736146
796	0.8197905897
797	0.8198672948
798	0.8198139347
799	0.8197238897
800	0.8200357123
801	0.8199990273
802	0.8200140348
803	0.8202374799
804	0.8202591574
805	0.8203175199
806	0.8206293424
807	0.8206143349
808	0.820847785
809	0.8205242899
810	0.8205493024
811	0.82088447
812	0.8208994775
813	0.8209995275
814	0.8210628926
815	0.8212196376
816	0.8215314602
817	0.8220083653
818	0.8222151353
819	0.8222618254
820	0.8224752654
821	0.8224952754
822	0.8225786504
823	0.8231456006
824	0.8234824357
825	0.8232623256
826	0.8234540882
827	0.8227454005
828	0.8230372131
829	0.8230680618
830	0.8233181869
831	0.823705047
832	0.823828442
833	0.823708382
834	0.8235366294
835	0.8235349619
836	0.8237042132
837	0.8236491857
838	0.8238626258
839	0.8235658107
840	0.8238242732
841	0.8242428159
842	0.8243895559
843	0.8248939748
844	0.8251557723
845	0.8252374799
846	0.8253558724
847	0.8255593074
848	0.82593783
849	0.8260845701
850	0.8263213551
851	0.8263230226
852	0.8269716803
853	0.8269522261
854	0.8270822911
855	0.8269700128
856	0.8269466678
857	0.8269450003
858	0.8271409316
859	0.8272501529
860	0.8270567228
861	0.8268866378
862	0.8270800678
863	0.8273235229
864	0.8275603079
865	0.827920488
866	0.8282089656
867	0.8282072981
868	0.828027208
869	0.8284357457
870	0.8286541882
871	0.8287408982
872	0.8290385471
873	0.8293803846
874	0.8295454672
875	0.8295571397
876	0.8295863209
877	0.8292494859
878	0.8288809683
879	0.8289076483
880	0.8290160358
881	0.8292061308
882	0.8293628759
883	0.8291727808
884	0.8294395809
885	0.8294095659
886	0.8295952143
887	0.8299670669
888	0.8296452393
889	0.8298686843
890	0.8299353844
891	0.8295568618
892	0.8297719693
893	0.8300421044
894	0.8302021844
895	0.8300671169
896	0.830347257
897	0.8305623645
898	0.8308808571
899	0.8308608471
900	0.8315011673
901	0.8318813573
902	0.8317888111
903	0.8320489411
904	0.8319138736
905	0.8319822411
906	0.8323824412
907	0.8324174587
908	0.8317779723
909	0.8321948474
910	0.8322832249
911	0.8328018176
912	0.8329102051
913	0.8332966483
914	0.8332216108
915	0.8331899283
916	0.8337768884
917	0.8338836085
918	0.8337335334
919	0.833828581
920	0.8335817909
921	0.8336985159
922	0.833968651
923	0.8340270135
924	0.8344105386
925	0.8343321661
926	0.8343721861
927	0.8344088711
928	0.8343088211
929	0.8343705186
930	0.8340303485
931	0.833988661
932	0.8339936635
933	0.8340937135
934	0.8337368684
935	0.8339573954
936	0.8337756378
937	0.8340907954
938	0.8342742204
939	0.8343876105
940	0.8342575454
941	0.8344676505
942	0.8344034517
943	0.834482658
944	0.8343942805
945	0.834439303
946	0.8344843255
947	0.834472653
948	0.8348661831
949	0.8347011006
950	0.8347761381
951	0.8351871769
952	0.835307237
953	0.835393947
954	0.8355394364
955	0.8355844589
956	0.8358595965
957	0.8357228614
958	0.8359963315
959	0.8363981991
960	0.8364682341
961	0.8370618643
962	0.8371002168
963	0.8372903118
964	0.8376471569
965	0.8378756045
966	0.837857262
967	0.8378689345
968	0.8381490745
969	0.8381290645
970	0.8382974821
971	0.8385676171
972	0.8385642821
973	0.8388177422
974	0.8385638653
975	0.8385638653
976	0.8387606303
977	0.8387072703
978	0.8390224279
979	0.8394197099
980	0.8393646823
981	0.839329248
982	0.8398728531
983	0.839602718
984	0.839612723
985	0.8396710855
986	0.8398911956
987	0.8405698683
988	0.8405698683
989	0.8409867434
990	0.8411801734
991	0.8412522928
992	0.8410722028
993	0.8412372853
994	0.8414774054
995	0.8415157579
996	0.8415841254
997	0.8416691679
998	0.8415907954
999	0.8418009005
1000	0.8420076705
1001	0.842022678
1002	0.8420422711
1003	0.8425375188
1004	0.8426975988
1005	0.8425041688
1006	0.8432003502
1007	0.8431403202
1008	0.8429785726
1009	0.8432737202
1010	0.8431886777
1011	0.843104052
1012	0.8434075371
1013	0.8434475571
1014	0.8433908621
1015	0.8432641321
1016	0.8435892946
1017	0.8438394197
1018	0.8436976822
1019	0.8439077872
1020	0.8440128398
1021	0.8440812073
1022	0.8439227947
1023	0.8441695848
1024	0.8440095048
1025	0.8441145573
1026	0.8439794897
1027	0.8442396198
1028	0.8440411873
1029	0.8445314324
1030	0.8447682174
1031	0.8450216775
1032	0.8449349675
1033	0.8449816575
1034	0.8454669001
1035	0.8455085876
1036	0.8457637152
1037	0.8460171753
1038	0.8461355678
1039	0.8462756378
1040	0.8464740704
1041	0.8464240454
1042	0.8466524929
1043	0.8465774554
1044	0.846802568
1045	0.8470747874
1046	0.8472198599
1047	0.8478418376
1048	0.8479018676
1049	0.8479535601
1050	0.8479585626
1051	0.8481653327
1052	0.8481603302
1053	0.8482937302
1054	0.8484354677
1055	0.8483154077
1056	0.8486038853
1057	0.8489340504
1058	0.8492108554
1059	0.8494409705
1060	0.8495435218
1061	0.8496435718
1062	0.8495718693
1063	0.8494167917
1064	0.8494555611
1065	0.8493154911
1066	0.849105386
1067	0.8494155411
1068	0.8491716692
1069	0.8494451392
1070	0.8495651993
1071	0.8496613585
1072	0.8499356623
1073	0.8498739648
1074	0.8498139347
1075	0.8498873048
1076	0.8501324273
1077	0.8503125174
1078	0.8505431883
1079	0.8506615808
1080	0.8504864932
1081	0.8505515258
1082	0.8503530932
1083	0.8506715858
1084	0.8504598132
1085	0.8506686677
1086	0.851074704
1087	0.8510342671
1088	0.8510592796
1089	0.8508208271
1090	0.8510959646
1091	0.8510209271
1092	0.8512268634
1093	0.851315241
1094	0.851615391
1095	0.8524624812
1096	0.8525775388
1097	0.8525725363
1098	0.8528109888
1099	0.8527726363
1100	0.8524924962
1101	0.8524324662
1102	0.8526559113
1103	0.8529760714
1104	0.8529660664
1105	0.8527309488
1106	0.8530044189
1107	0.8532345339
1108	0.8533029015
1109	0.8537297816
1110	0.8539732366
1111	0.8538681841
1112	0.8541116392
1113	0.8538515091
1114	0.8539782391
1115	0.8539082041
1116	0.8539082041
1117	0.8538465066
1118	0.8541750042
1119	0.8546002168
1120	0.8543951142
1121	0.8546202268
1122	0.8544151242
1123	0.8544972486
1124	0.8547857262
1125	0.8547757212
1126	0.8549335779
1127	0.8550836529
1128	0.855320438
1129	0.8549869379
1130	0.8551653605
1131	0.8550736479
1132	0.8549085654
1133	0.8552259463
1134	0.8552509588
1135	0.8550886554
1136	0.8549585904
1137	0.8550275138
1138	0.8549374687
1139	0.8548340837
1140	0.8551809238
1141	0.8550708688
1142	0.8553943638
1143	0.8557595464
1144	0.8556028014
1145	0.8557578789
1146	0.855811239
1147	0.8560330165
1148	0.8561330665
1149	0.8558962815
1150	0.856074704
1151	0.856174754
1152	0.8563231616
1153	0.8565966316
1154	0.8566116392
1155	0.8570362959
1156	0.8568361959
1157	0.8567211383
1158	0.8570012784
1159	0.8574948585
1160	0.8577066311
1161	0.8578033461
1162	0.8578900561
1163	0.8578016786
1164	0.8579334112
1165	0.8583486188
1166	0.8586204213
1167	0.8583836363
1168	0.8591006614
1169	0.859155689
1170	0.8593941415
1171	0.859325774
1172	0.8593141015
1173	0.8597326441
1174	0.8596726141
1175	0.8596292591
1176	0.8595492191
1177	0.8597693291
1178	0.8598643766
1179	0.8597659941
1180	0.8598468679
1181	0.860167028
1182	0.8601920405
1183	0.860443833
1184	0.8607022956
1185	0.8610474682
1186	0.8612358957
1187	0.8608156856
1188	0.8609974432
1189	0.8608623756
1190	0.8609874382
1191	0.8613826358
1192	0.8612225557
1193	0.8616227558
1194	0.8615760658
1195	0.8618428659
1196	0.8615844033
1197	0.8616427658
1198	0.8616894558
1199	0.8621330109
1200	0.8624948585
1201	0.8622947585
1202	0.862299761
1203	0.862499861
1204	0.8625648936
1205	0.8623747985
1206	0.8624715135
1207	0.8626582736
1208	0.8630501362
1209	0.8634903563
1210	0.8634986938
1211	0.8638105164
1212	0.8631902062
1213	0.8633336113
1214	0.8635036963
1215	0.8636587738
1216	0.8638071814
1217	0.8642040465
1218	0.864319104
1219	0.8641907065
1220	0.8638938914
1221	0.8639305764
1222	0.8638955589
1223	0.8640106164
1224	0.8640106164
1225	0.8639405814
1226	0.8640256239
1227	0.864229059
1228	0.8643641265
1229	0.8644041465
1230	0.8644041465
1231	0.8646192541
1232	0.8647593241
1233	0.8648710466
1234	0.8652495692
1235	0.8651611917
1236	0.8655197043
1237	0.8655502751
1238	0.8656703352
1239	0.8657186927
1240	0.8658470902
1241	0.8658754377
1242	0.8659904952
1243	0.8662739703
1244	0.8661989328
1245	0.8661539103
1246	0.8664707354
1247	0.8666441554
1248	0.8664273804
1249	0.8665941304
1250	0.8666991829
1251	0.8666858429
1252	0.8672544606
1253	0.8674312156
1254	0.8672861431
1255	0.8674112056
1256	0.8672227781
1257	0.8673978656
1258	0.8676529932
1259	0.8676479907
1260	0.8675079206
1261	0.8674962481
1262	0.8674929131
1263	0.8675829581
1264	0.8677880607
1265	0.8675879606
1266	0.8678430882
1267	0.8680281808
1268	0.8682082708
1269	0.8682883108
1270	0.8684183759
1271	0.8684934134
1272	0.8686509922
1273	0.8686259797
1274	0.8687260297
1275	0.8687935634
1276	0.8685859596
1277	0.8684058696
1278	0.8685742871
1279	0.8685826246
1280	0.8688944472
1281	0.8693813573
1282	0.8694676505
1283	0.8694142905
1284	0.8699945806
1285	0.8702747207
1286	0.8699595631
1287	0.8697978156
1288	0.8698711856
1289	0.8701554944
1290	0.870350592
1291	0.870473987
1292	0.8704789895
1293	0.8702588794
1294	0.8698786893
1295	0.8702622144
1296	0.8702672169
1297	0.8704197932
1298	0.8704314657
1299	0.8707916458
1300	0.8710517759
1301	0.8712118559
1302	0.871351926
1303	0.8713469235
1304	0.8712268634
1305	0.8714169585
1306	0.871398616
1307	0.8716337335
1308	0.8712502084
1309	0.871448641
1310	0.8715203435
1311	0.8717721361
1312	0.8718921961
1313	0.8720122561
1314	0.8722740537
1315	0.8723741037
1316	0.8724091212
1317	0.8723891112
1318	0.8723340837
1319	0.8724241287
1320	0.8725416875
1321	0.8729618976
1322	0.8729969151
1323	0.8732036852
1324	0.8731536602
1325	0.8736605803
1326	0.8733387527
1327	0.8734738202
1328	0.8738139903
1329	0.8740757879
1330	0.8740574454
1331	0.874339253
1332	0.8744443055
1333	0.874359263
1334	0.8745010005
1335	0.8745010005
1336	0.874542688
1337	0.8747027681
1338	0.8747036018
1339	0.8748286643
1340	0.8746685843
1341	0.8750421044
1342	0.8749704019
1343	0.8751938469
1344	0.8752838919
1345	0.8755890445
1346	0.875504002
1347	0.875403952
1348	0.875534017
1349	0.8757841421
1350	0.8758841921
1351	0.8759342171
1352	0.8759025346
1353	0.8762527097
1354	0.8764878272
1355	0.8766879273
1356	0.8767079373
1357	0.8766562448
1358	0.8767062698
1359	0.8767863098
1360	0.8770514424
1361	0.8771798399
1362	0.877556695
1363	0.8779268801
1364	0.8777968151
1365	0.8778618476
1366	0.8778835251
1367	0.8778735201
1368	0.8778134901
1369	0.8778718526
1370	0.8779368851
1371	0.8781720027
1372	0.8780636151
1373	0.8784438052
1374	0.8784738202
1375	0.8790257629
1376	0.8791458229
1377	0.8789357179
1378	0.8790107554
1379	0.8790107554
1380	0.8792041854
1381	0.8794843255
1382	0.879335918
1383	0.879395948
1384	0.8795943805
1385	0.879519343
1386	0.8797894781
1387	0.8794909955
1388	0.879455978
1389	0.8795910455
1390	0.8796710855
1391	0.8798511756
1392	0.8799845756
1393	0.8803380857
1394	0.8803580957
1395	0.8803164082
1396	0.8803414207
1397	0.8805615308
1398	0.8805865433
1399	0.8806615808
1400	0.8808933633
1401	0.8809483909
1402	0.8809333834
1403	0.8811284809
1404	0.8811051359
1405	0.8809342171
1406	0.8808741871
1407	0.8809075371
1408	0.8807733033
1409	0.8811001334
1410	0.8812301984
1411	0.8813127397
1412	0.8812452059
1413	0.8812785559
1414	0.8813844422
1415	0.8812593797
1416	0.8815145073
1417	0.8816012173
1418	0.8817896448
1419	0.8818813573
1420	0.8823249125
1421	0.8823449225
1422	0.8823649325
1423	0.8828168251
1424	0.8827567951
1425	0.88256003
1426	0.8826050525
1427	0.88255336
1428	0.8825583625
1429	0.8825483575
1430	0.8828468401
1431	0.8829719026
1432	0.8827251126
1433	0.8830719526
1434	0.8830836251
1435	0.8834121227
1436	0.8839465566
1437	0.8839432216
1438	0.8835830415
1439	0.8834029515
1440	0.8835230115
1441	0.8837381191
1442	0.883558029
1443	0.8839865766
1444	0.8842950642
1445	0.8844934967
1446	0.8843984492
1447	0.8846644155
1448	0.8844309655
1449	0.8844338836
1450	0.8846639987
1451	0.8846439887
1452	0.8846773387
1453	0.8845072536
1454	0.8849758212
1455	0.8848707687
1456	0.8849424712
1457	0.8851625813
1458	0.8853968651
1459	0.8853284976
1460	0.8852384526
1461	0.8851784225
1462	0.8850783725
1463	0.88519343
1464	0.8853735201
1465	0.8855786226
1466	0.8857437052
1467	0.8858637652
1468	0.8856753377
1469	0.8856586627
1470	0.8857662164
1471	0.885861264
1472	0.8857328664
1473	0.885907954
1474	0.8859129565
1475	0.8862531266
1476	0.8862081041
1477	0.886174754
1478	0.8862089378
1479	0.8860438553
1480	0.8861205603
1481	0.8860955478
1482	0.8862256128
1483	0.8861755878
1484	0.8861689178
1485	0.8863189928
1486	0.8864807404
1487	0.8864357179
1488	0.8864940804
1489	0.886815908
1490	0.886949308
1491	0.887159413
1492	0.887146073
1493	0.8874062031
1494	0.8875942138
1495	0.8876542438
1496	0.8877818076
1497	0.8877067701
1498	0.8879969151
1499	0.8877784726
1500	0.8877284476
1501	0.8878034851
1502	0.8880269301
1503	0.8880119226
1504	0.8879919126
1505	0.8877284476
1506	0.8879385526
1507	0.8881786727
1508	0.8882587127
1509	0.8883787727
1510	0.8885221778
1511	0.8887673003
1512	0.8890524429
