iter	MAP:top=5
1513	0.8891074704
1514	0.8890949641
1515	0.8894201267
1516	0.8895902118
1517	0.8896535768
1518	0.8895251793
1519	0.8897419543
1520	0.8896052193
1521	0.8897052693
1522	0.8896552443
1523	0.8896202268
1524	0.8894701517
1525	0.8894401367
1526	0.8896143905
1527	0.8898094881
1528	0.8897294481
1529	0.8898345006
1530	0.8901196432
1531	0.8902246957
1532	0.8904064532
1533	0.8900996331
1534	0.8902947307
1535	0.8902146907
1536	0.8904147907
1537	0.8904348007
1538	0.8904635651
1539	0.8904785726
1540	0.8905769551
1541	0.8907920627
1542	0.8909021177
1543	0.8909371352
1544	0.8908837752
1545	0.8912673003
1546	0.8912923128
1547	0.8911522428
1548	0.8912489578
1549	0.8916191429
1550	0.8918342505
1551	0.8919343005
1552	0.891989328
1553	0.8921944305
1554	0.892119393
1555	0.8916891779
1556	0.891955978
1557	0.891975988
1558	0.891835918
1559	0.891975988
1560	0.8922111056
1561	0.892122728
1562	0.8924662331
1563	0.8922261131
1564	0.8925145906
1565	0.8925946306
1566	0.8927030182
1567	0.8930131733
1568	0.8928297482
1569	0.8928047357
1570	0.8929381357
1571	0.8927130232
1572	0.8926413207
1573	0.8925796231
1574	0.8925462731
1575	0.8927963982
1576	0.8927930632
1577	0.8928530932
1578	0.8928480907
1579	0.8927913957
1580	0.8929714857
1581	0.8930215108
1582	0.8930615308
1583	0.8932016008
1584	0.8933016508
1585	0.8932866433
1586	0.8932516258
1587	0.8935367684
1588	0.8937135234
1589	0.8937585459
1590	0.8936034684
1591	0.8937001834
1592	0.894058696
1593	0.8943438386
1594	0.8943855261
1595	0.8946206437
1596	0.8946856762
1597	0.8946006337
1598	0.8943121561
1599	0.8943921961
1600	0.8943921961
1601	0.8944872436
1602	0.8946173087
1603	0.8948090712
1604	0.8950842088
1605	0.8951892613
1606	0.8953043188
1607	0.8953109888
1608	0.8951375688
1609	0.8952192763
1610	0.8954877439
1611	0.8955561114
1612	0.8956661664
1613	0.8957061864
1614	0.8957311989
1615	0.895821244
1616	0.895821244
1617	0.8962147741
1618	0.8962547941
1619	0.8963998666
1620	0.8962447891
1621	0.895964649
1622	0.896164749
1623	0.8963898616
1624	0.8962864766
1625	0.896108054
1626	0.8962414541
1627	0.8964182091
1628	0.8966683342
1629	0.8967933967
1630	0.8966583292
1631	0.8966583292
1632	0.8968334167
1633	0.8969184592
1634	0.8970185093
1635	0.8971635818
1636	0.8971935968
1637	0.8971885943
1638	0.8973686843
1639	0.8973153243
1640	0.8971935968
1641	0.8972936468
1642	0.8973936968
1643	0.8971602468
1644	0.8970885443
1645	0.8972436218
1646	0.8970585293
1647	0.8971535768
1648	0.8970885443
1649	0.8972336168
1650	0.8969734867
1651	0.8969734867
1652	0.8969734867
1653	0.8973936968
1654	0.8976871769
1655	0.8976871769
1656	0.8976871769
1657	0.8975937969
1658	0.8977588794
1659	0.8978622645
1660	0.8979022845
1661	0.8979322995
1662	0.8979923295
1663	0.8978055695
1664	0.897800567
1665	0.897993997
1666	0.8980490245
1667	0.898087377
1668	0.898017342
1669	0.8982341171
1670	0.8979789895
1671	0.897883942
1672	0.8978289145
1673	0.898084042
1674	0.897983992
1675	0.898050692
1676	0.8980744539
1677	0.8983896115
1678	0.8984929965
1679	0.898528014
1680	0.898528014
1681	0.898608054
1682	0.898487994
1683	0.898668084
1684	0.8988998666
1685	0.8988731866
1686	0.8990382691
1687	0.8989582291
1688	0.8989432216
1689	0.8990382691
1690	0.8992767217
1691	0.8992817242
1692	0.8992367017
1693	0.8993367517
1694	0.8994034517
1695	0.8992233617
1696	0.8993684342
1697	0.8995085043
1698	0.8995401868
1699	0.8995268468
1700	0.8995318493
1701	0.8996118893
1702	0.8993917792
1703	0.8996268968
1704	0.8997469568
1705	0.8996335668
1706	0.8996335668
1707	0.8996335668
1708	0.8996135568
1709	0.8997669668
1710	0.8996302318
1711	0.8999303819
1712	0.8996118893
1713	0.8997019343
1714	0.8996685843
1715	0.8996052193
1716	0.8998453393
1717	0.8999320494
1718	0.9000648936
1719	0.9001449336
1720	0.9002499861
1721	0.9005234562
1722	0.9006101662
1723	0.9005634762
1724	0.9006835362
1725	0.9008769663
1726	0.9010887388
1727	0.9008886388
1728	0.9009553388
1729	0.9010109221
1730	0.9010309321
1731	0.9009358846
1732	0.9009092046
1733	0.9009759046
1734	0.9009759046
1735	0.9009959146
1736	0.9011159747
1737	0.9010209271
1738	0.9010676171
1739	0.9012276972
1740	0.9012343672
1741	0.9014494747
1742	0.9015695348
1743	0.9015695348
1744	0.9016295648
1745	0.9017096048
1746	0.9016895948
1747	0.9017279473
1748	0.9016879273
1749	0.9018963648
1750	0.9018413373
1751	0.9017362848
1752	0.9017362848
1753	0.9016595798
1754	0.9014794897
1755	0.9016095548
1756	0.9017896448
1757	0.9020347674
1758	0.9021348174
1759	0.9022948974
1760	0.9025150075
1761	0.9023261631
1762	0.9024262131
1763	0.9026063032
1764	0.9028014007
1765	0.9027563782
1766	0.9027963982
1767	0.9027963982
1768	0.9028014007
1769	0.9028814407
1770	0.9028814407
1771	0.9027813907
1772	0.9031065533
1773	0.9032866433
1774	0.9030865433
1775	0.9032766383
1776	0.9031482408
1777	0.9031932633
1778	0.9032282808
1779	0.9030631983
1780	0.9030365183
1781	0.9032266133
1782	0.9032266133
1783	0.9032066033
1784	0.9032282808
1785	0.9034500584
1786	0.9036151409
1787	0.9036601634
1788	0.9037852259
1789	0.9037101884
1790	0.903831916
1791	0.9039069535
1792	0.9040270135
1793	0.904155411
1794	0.9042354511
1795	0.9042804736
1796	0.9041003835
1797	0.9042004336
1798	0.9042004336
1799	0.9044205436
1800	0.9042471236
1801	0.9042071036
1802	0.9041070535
1803	0.9041070535
1804	0.9041070535
1805	0.9042454561
1806	0.9044455561
1807	0.9045406036
1808	0.9045672836
1809	0.9046606637
1810	0.9046556612
1811	0.9046556612
1812	0.9047607137
1813	0.9047407037
1814	0.9045906286
1815	0.9046473237
1816	0.9050125063
1817	0.9054227114
1818	0.9052509588
1819	0.9050842088
1820	0.9050241788
1821	0.9050992163
1822	0.9049941637
1823	0.9051125563
1824	0.9054327164
1825	0.9054577289
1826	0.9051242288
1827	0.9051592463
1828	0.9051809238
1829	0.9052609638
1830	0.9051909288
1831	0.9051308988
1832	0.9053109888
1833	0.9054110389
1834	0.9052509588
1835	0.9054310489
1836	0.9055160914
1837	0.9054160414
1838	0.9054560614
1839	0.9055010839
1840	0.9056344839
1841	0.9056344839
1842	0.9058029015
1843	0.9057478739
1844	0.9056528264
1845	0.9055861264
1846	0.9056328164
1847	0.9056778389
1848	0.905911289
1849	0.906011339
1850	0.9059363015
1851	0.9060363515
1852	0.9060563615
1853	0.9063815241
1854	0.9062614641
1855	0.9064999166
1856	0.9065899616
1857	0.9063898616
1858	0.9064498916
1859	0.9067050192
1860	0.9065599466
1861	0.9064398866
1862	0.9065599466
1863	0.9062748041
1864	0.9064015341
1865	0.9065666166
1866	0.9066666667
1867	0.9066966817
1868	0.9070018343
1869	0.9072219443
1870	0.9075371019
1871	0.9076371519
1872	0.9076571619
1873	0.9075621144
1874	0.9078022345
1875	0.9080223445
1876	0.9080223445
1877	0.9082024346
1878	0.908137402
1879	0.9082624646
1880	0.9083475071
1881	0.9083941971
1882	0.9085342671
1883	0.9086026347
1884	0.9087777222
1885	0.9089428047
1886	0.9087310322
1887	0.9085976321
1888	0.9087760547
1889	0.9088410872
1890	0.9089361347
1891	0.9090361848
1892	0.9092562948
1893	0.9092562948
1894	0.9090962148
1895	0.9092963148
1896	0.9092162748
1897	0.9094163749
1898	0.9094163749
1899	0.9094363849
1900	0.9097215274
1901	0.9097965649
1902	0.9097165249
1903	0.9099916625
1904	0.9103084876
1905	0.9103585126
1906	0.9103785226
1907	0.9103184926
1908	0.9102784726
1909	0.9103735201
1910	0.9103535101
1911	0.9104935801
1912	0.9104235451
1913	0.9103985326
1914	0.9104785726
1915	0.9105486076
1916	0.9105486076
1917	0.9105336001
1918	0.9105135901
1919	0.9103134901
1920	0.9103084876
1921	0.9103835251
1922	0.9105235951
1923	0.9105235951
1924	0.9105235951
1925	0.9105235951
1926	0.9104585626
1927	0.9106036352
1928	0.9107570452
1929	0.9104018676
1930	0.9106853427
1931	0.9107103552
1932	0.9107103552
1933	0.9104952476
1934	0.9106303152
1935	0.9107453727
1936	0.9109454727
1937	0.9109454727
1938	0.9111405703
1939	0.9110755378
1940	0.9109754877
1941	0.9109754877
1942	0.9109554777
1943	0.9111605803
1944	0.9111605803
1945	0.9111605803
1946	0.9112272803
1947	0.9112823078
1948	0.9111272303
1949	0.9110521928
1950	0.9107520427
1951	0.9106119727
1952	0.9107787227
1953	0.9107787227
1954	0.9108037352
1955	0.9109287977
1956	0.9109588127
1957	0.9107136902
1958	0.9108187427
1959	0.9106836752
1960	0.9106986827
1961	0.9106486577
1962	0.9108387527
1963	0.9106936802
1964	0.9108737702
1965	0.9107737202
1966	0.9107937302
1967	0.9108354177
1968	0.9108604302
1969	0.9106203102
1970	0.9108204102
1971	0.9108204102
1972	0.9109204602
1973	0.9108404202
1974	0.9108604302
1975	0.9109054527
1976	0.9109054527
1977	0.9109854927
1978	0.9110055028
1979	0.9109854927
1980	0.9110188428
1981	0.9111389028
1982	0.9111589128
1983	0.9112189428
1984	0.9112456228
1985	0.9112906453
1986	0.9112906453
1987	0.9113039853
1988	0.9114603135
1989	0.9116604135
1990	0.9117604636
1991	0.9121556612
1992	0.911622061
1993	0.9118021511
1994	0.9117221111
1995	0.9118421711
1996	0.9119789061
1997	0.9117838086
1998	0.9118038186
1999	0.9118038186
2000	0.9118238286
2001	0.9119038686
2002	0.9119922461
2003	0.9118588461
2004	0.9117587961
2005	0.9117437886
2006	0.9117637986
2007	0.9118638486
2008	0.9118638486
2009	0.9119038686
2010	0.9117137736
2011	0.9120739536
2012	0.9122990662
2013	0.9123791062
2014	0.9123040687
2015	0.9123841087
2016	0.9126092213
2017	0.9122323662
2018	0.9125075038
2019	0.9123774387
2020	0.9124658162
2021	0.9124658162
2022	0.9125458563
2023	0.9127309488
2024	0.9127509588
2025	0.9129260464
2026	0.9130994664
2027	0.9129393864
2028	0.9132195264
2029	0.9131144739
2030	0.9132945639
2031	0.913394614
2032	0.9130744539
2033	0.9129944139
2034	0.9129944139
2035	0.9132945639
2036	0.9131311489
2037	0.913351259
2038	0.9132512089
2039	0.913351259
2040	0.913351259
2041	0.913371269
2042	0.9133262465
2043	0.9133862765
2044	0.9134663165
2045	0.9134663165
2046	0.913691429
2047	0.9139715691
2048	0.9140516091
2049	0.9139315491
2050	0.9139515591
2051	0.9138715191
2052	0.9140566116
2053	0.9139648991
2054	0.9143534267
2055	0.9143134067
2056	0.9143134067
2057	0.9143384192
2058	0.9142383692
2059	0.9143384192
2060	0.9143334167
2061	0.9143984492
2062	0.9144384692
2063	0.9147186093
2064	0.9147136068
2065	0.9145351843
2066	0.9147019343
2067	0.9147219443
2068	0.9147019343
2069	0.9146819243
2070	0.9147069368
2071	0.9149920794
2072	0.9148920293
2073	0.9150971319
2074	0.9150971319
2075	0.9150604469
2076	0.9152105219
2077	0.9150904619
2078	0.9151688344
2079	0.9152522094
2080	0.9154322995
2081	0.9157274471
2082	0.915587377
2083	0.9157841421
2084	0.9159442221
2085	0.9158716858
2086	0.9158716858
2087	0.9158116558
2088	0.9157666333
2089	0.9157466233
2090	0.9159267134
2091	0.9160517759
2092	0.9160801234
2093	0.9161601634
2094	0.9160551109
2095	0.9159583959
2096	0.9159425546
2097	0.9159425546
2098	0.9159425546
2099	0.9160776221
2100	0.9161576622
2101	0.9162143572
2102	0.9164144572
2103	0.9161943472
2104	0.9160742871
2105	0.9160992996
2106	0.9162243622
2107	0.9162226947
2108	0.9161376522
2109	0.9161376522
2110	0.9162377022
2111	0.9163044022
2112	0.9164694847
2113	0.9164444722
2114	0.9167296148
2115	0.9168096548
2116	0.9167629648
2117	0.9167229448
2118	0.9167796398
2119	0.9167963148
2120	0.9167963148
2121	0.9168088211
2122	0.9168238286
2123	0.9168338336
2124	0.9170939636
2125	0.9169689011
2126	0.9168888611
2127	0.9168888611
2128	0.9168888611
2129	0.9170089211
2130	0.9173691012
2131	0.9173774387
2132	0.9171773387
2133	0.9173974487
2134	0.9176175588
2135	0.9174774887
2136	0.9175225113
2137	0.9175425213
2138	0.9175225113
2139	0.9175850425
2140	0.9174449725
2141	0.9174749875
2142	0.9177176088
2143	0.91768009
2144	0.9178051526
2145	0.9177918126
2146	0.917860597
2147	0.917910622
2148	0.917930632
2149	0.9178664332
2150	0.9178330832
2151	0.9177730532
2152	0.9177730532
2153	0.9179581457
2154	0.9181782558
2155	0.9181382358
2156	0.9182032683
2157	0.9181232283
2158	0.9181232283
2159	0.9183233283
2160	0.9182566283
2161	0.9181565783
2162	0.9181965983
2163	0.9181215608
2164	0.9181015508
2165	0.9180765383
2166	0.9183783558
2167	0.9182983158
2168	0.9183366683
2169	0.9185167584
2170	0.9184817409
2171	0.9185667834
2172	0.9182866433
2173	0.9184867434
2174	0.9185067534
2175	0.9184467234
2176	0.9184467234
2177	0.9184467234
2178	0.9187668834
2179	0.9189469735
2180	0.9192671336
2181	0.9193521761
2182	0.9192721361
2183	0.919172086
2184	0.919005336
2185	0.919105386
2186	0.919105386
2187	0.9193254961
2188	0.9193254961
2189	0.9196956812
2190	0.9197957312
2191	0.9197957312
2192	0.9198157412
2193	0.9197357012
2194	0.9198157412
2195	0.9197156912
2196	0.9196956812
2197	0.9197407037
2198	0.9197740537
2199	0.9196690012
2200	0.9196690012
2201	0.9199453894
2202	0.9201454894
2203	0.9199053694
2204	0.9199053694
2205	0.9200054194
2206	0.9201054694
2207	0.9203555945
2208	0.9203555945
2209	0.920380607
2210	0.920400617
2211	0.9204756545
2212	0.9204756545
2213	0.9205957145
2214	0.9204956645
2215	0.9205757045
2216	0.920450642
2217	0.920370602
2218	0.9202105219
2219	0.9202305319
2220	0.9202305319
2221	0.9200971319
2222	0.9202321994
2223	0.920370602
2224	0.920630732
2225	0.9208558446
2226	0.9208558446
2227	0.9209709021
2228	0.9208958646
2229	0.9207557946
2230	0.9207908121
2231	0.9208775221
2232	0.9210526096
2233	0.9211776722
2234	0.9212777222
2235	0.9213477572
2236	0.9213227447
2237	0.9213477572
2238	0.9213877772
2239	0.9214027847
2240	0.9213027347
2241	0.9213961147
2242	0.9214161247
2243	0.9213627647
2244	0.9214478072
2245	0.9215028348
2246	0.9216429048
2247	0.9217379523
2248	0.9217179423
2249	0.9217713023
2250	0.9217913123
2251	0.9219563949
2252	0.9221765049
2253	0.9221765049
2254	0.9219964149
2255	0.9219964149
2256	0.9219964149
2257	0.9220114224
2258	0.9220814574
2259	0.9221865099
2260	0.9220014174
2261	0.9223215775
2262	0.9222015174
2263	0.9220931299
2264	0.9220130899
2265	0.9222915624
2266	0.9221915124
2267	0.9221915124
2268	0.9223849425
2269	0.922630065
2270	0.922530015
2271	0.922489995
2272	0.922616725
2273	0.9226050525
2274	0.9226850925
2275	0.9227651326
2276	0.922690095
2277	0.9228901951
2278	0.9228701851
2279	0.9229902451
2280	0.9231453227
2281	0.9231253127
2282	0.9231486577
2283	0.9233054027
2284	0.9233604302
2285	0.9233904452
2286	0.9234904952
2287	0.9234454727
2288	0.9233587627
2289	0.9233987827
2290	0.9233987827
2291	0.9231770052
2292	0.9231770052
2293	0.9231986827
2294	0.9231986827
2295	0.9232320327
2296	0.9235471903
2297	0.9236472403
2298	0.9234421377
2299	0.9234521427
2300	0.9234604802
2301	0.9234804902
2302	0.9238273303
2303	0.9239423879
2304	0.9239924129
2305	0.9239924129
2306	0.9242325329
2307	0.9240774554
2308	0.9240907954
2309	0.9240907954
2310	0.9241274804
2311	0.924395948
2312	0.924506003
2313	0.9242892279
2314	0.9245543605
2315	0.9246444055
2316	0.9245443555
2317	0.924429298
2318	0.9245110055
2319	0.924576038
2320	0.9245510255
2321	0.9246510755
2322	0.9246510755
2323	0.924676088
2324	0.924696098
2325	0.9247794731
2326	0.9249829081
2327	0.9249578956
2328	0.9250229281
2329	0.9250145906
2330	0.9252697182
2331	0.9253781057
2332	0.9253781057
2333	0.9253781057
2334	0.9254898282
2335	0.9252880607
2336	0.9254297982
2337	0.9254297982
2338	0.9255548608
2339	0.9256465733
2340	0.9257066033
2341	0.9256699183
2342	0.9257249458
2343	0.9256982658
2344	0.9258633483
2345	0.9259183759
2346	0.9259183759
2347	0.9260184259
2348	0.9260184259
2349	0.9260984659
2350	0.9260784559
2351	0.9261985159
2352	0.9263635985
2353	0.926678756
2354	0.9267754711
2355	0.9267804736
2356	0.9268004836
2357	0.9267804736
2358	0.9267754711
2359	0.9268204936
2360	0.9268688511
2361	0.9268688511
2362	0.9268688511
2363	0.9269288811
2364	0.9268088211
2365	0.9268288311
2366	0.9270489411
2367	0.9270722861
2368	0.9270972986
2369	0.9270972986
2370	0.9269172086
2371	0.9271173087
2372	0.9271373187
2373	0.9271173087
2374	0.9271173087
2375	0.9271173087
2376	0.9271923462
2377	0.9272723862
2378	0.9272773887
2379	0.9271740037
2380	0.9271073037
2381	0.9271073037
2382	0.9274608137
2383	0.9274408037
2384	0.9275025013
2385	0.9275291813
2386	0.9276559113
2387	0.9275875438
2388	0.9277009338
2389	0.9276759213
2390	0.9278560113
2391	0.9278393363
2392	0.9278560113
2393	0.9280027514
2394	0.9280694514
2395	0.9280694514
2396	0.9280561114
2397	0.9282028514
2398	0.9283495915
2399	0.9284162915
2400	0.9284162915
2401	0.9284162915
2402	0.9286163915
2403	0.9287164416
2404	0.9287614641
2405	0.928661414
2406	0.9287614641
2407	0.9288815241
2408	0.928601384
2409	0.928581374
2410	0.9286163915
2411	0.9286163915
2412	0.9287164416
2413	0.9286964315
2414	0.9287931466
2415	0.9288131566
2416	0.9288531766
2417	0.9287731366
2418	0.9288531766
2419	0.9289899116
2420	0.9288698516
2421	0.9288698516
2422	0.9290866266
2423	0.9290282641
2424	0.9290282641
2425	0.9291283142
2426	0.9289482241
2427	0.9290482741
2428	0.9291850092
2429	0.9291933467
2430	0.9292333667
2431	0.9292367017
2432	0.9292617142
2433	0.9293617642
2434	0.9292417042
2435	0.9292750542
2436	0.9293951142
2437	0.9293317492
2438	0.9293150742
2439	0.9292983992
2440	0.9292783892
2441	0.9292783892
2442	0.9294117892
2443	0.9293917792
2444	0.9293317492
2445	0.9293517592
2446	0.9293517592
2447	0.9293517592
2448	0.9293517592
2449	0.9292667167
2450	0.9292833917
2451	0.9294784892
2452	0.9294117892
2453	0.9294918292
2454	0.9293567617
2455	0.9294167917
2456	0.9296452393
2457	0.9296118893
2458	0.9297169418
2459	0.9296969318
2460	0.9297569618
2461	0.9297619643
2462	0.9298420043
2463	0.9297819743
2464	0.9297819743
2465	0.9297619643
2466	0.9297619643
2467	0.9298069868
2468	0.9297819743
2469	0.9298269968
2470	0.9298553443
2471	0.9300004169
2472	0.9299754044
2473	0.9299503919
2474	0.9300554444
2475	0.9300554444
2476	0.9301554944
2477	0.9301321494
2478	0.9302938969
2479	0.9302938969
2480	0.930313907
2481	0.9306390695
2482	0.9305390195
2483	0.9304189595
2484	0.9304389695
2485	0.9302838919
2486	0.9301388194
2487	0.9301388194
2488	0.930497332
2489	0.9305423545
2490	0.9307174421
2491	0.9307207771
2492	0.9308158246
2493	0.9308658496
2494	0.9309709021
2495	0.9308708521
2496	0.9311309822
2497	0.9311309822
2498	0.9309358846
2499	0.9311693347
2500	0.9311893447
2501	0.9311893447
2502	0.9312143572
2503	0.9312910622
2504	0.9313110722
2505	0.9311109722
2506	0.9311109722
2507	0.9312377022
2508	0.9312577122
2509	0.9313577622
2510	0.9313027347
2511	0.9313627647
2512	0.9313627647
2513	0.9314628147
2514	0.9314828247
2515	0.9314227947
2516	0.9314428047
2517	0.9314678172
2518	0.9314678172
2519	0.9316879273
2520	0.9318129898
2521	0.9316128898
2522	0.9316128898
2523	0.9316128898
2524	0.9317129398
2525	0.9318129898
2526	0.9317779723
2527	0.9317579623
2528	0.9317779723
2529	0.9317579623
2530	0.9317379523
2531	0.9317329498
2532	0.9317279473
2533	0.9318079873
2534	0.9318079873
2535	0.9318480073
2536	0.9318480073
2537	0.9318613473
2538	0.9322015174
2539	0.9320014174
2540	0.9322015174
2541	0.9322615474
2542	0.9324316325
2543	0.932556695
2544	0.932556695
2545	0.932616725
2546	0.932616725
2547	0.9326317325
2548	0.9327367851
2549	0.9329218776
2550	0.9328468401
2551	0.9328668501
2552	0.9327818076
2553	0.9328335001
2554	0.9329485576
2555	0.9329535601
2556	0.9330135901
2557	0.9331303152
2558	0.9331103052
2559	0.9331703352
2560	0.9331703352
2561	0.9333104052
2562	0.9333104052
2563	0.9333054027
2564	0.9332103552
2565	0.9332103552
2566	0.9332503752
2567	0.9332703852
2568	0.9332537102
2569	0.9332103552
2570	0.9332103552
2571	0.9335205103
2572	0.9336205603
2573	0.9336555778
2574	0.9338956978
2575	0.9339157079
2576	0.9339157079
2577	0.9337756378
2578	0.9337556278
2579	0.9337006003
2580	0.9336005503
2581	0.9336405703
2582	0.9336805903
2583	0.9335605303
2584	0.9336855928
2585	0.9337056028
2586	0.9337456228
2587	0.9338969485
2588	0.934005336
2589	0.933905286
2590	0.9339302985
2591	0.9339102885
2592	0.933875271
2593	0.9337752209
2594	0.933871936
2595	0.934008671
2596	0.9341137235
2597	0.9342337836
2598	0.9341337335
2599	0.9342938136
2600	0.9343138236
2601	0.9342137736
2602	0.9342137736
2603	0.9341137235
2604	0.934188761
2605	0.933988661
2606	0.934168751
2607	0.934168751
2608	0.9342888111
2609	0.9344088711
2610	0.9344288811
2611	0.9345289311
2612	0.9345289311
2613	0.9347540437
2614	0.9347390362
2615	0.9347540437
2616	0.9349991662
2617	0.9349991662
2618	0.9349991662
2619	0.9350792063
2620	0.9351992663
2621	0.9351992663
2622	0.9351992663
2623	0.9352793063
2624	0.9352943138
2625	0.9353943638
2626	0.9352943138
2627	0.9351975988
2628	0.9350975488
2629	0.9352976488
2630	0.9352976488
2631	0.9354343839
2632	0.9352142738
2633	0.9353143238
2634	0.9353143238
2635	0.9353143238
2636	0.9355144239
2637	0.9355294314
2638	0.9355294314
2639	0.9355694514
2640	0.9357503752
2641	0.9357503752
2642	0.9358504252
2643	0.9357253627
2644	0.9359304652
2645	0.9358304152
2646	0.9359104552
2647	0.9359104552
2648	0.9359104552
2649	0.9360105053
2650	0.9359504752
2651	0.9359504752
2652	0.9358904452
2653	0.9359654827
2654	0.9359854927
2655	0.9360105053
2656	0.9359904952
2657	0.9361105553
2658	0.9360105053
2659	0.9360305153
2660	0.9360155078
2661	0.9359754877
2662	0.9360555278
2663	0.9363106553
2664	0.9363723528
2665	0.9364724029
2666	0.9362122728
2667	0.9362122728
2668	0.9363323328
2669	0.9364323829
2670	0.9365324329
2671	0.9366324829
2672	0.9366524929
2673	0.9367575454
2674	0.9367375354
2675	0.936812573
2676	0.936812573
2677	0.936952643
2678	0.936852593
2679	0.936815908
2680	0.9366958479
2681	0.9364557279
2682	0.9363556778
2683	0.9363756878
2684	0.9365007504
2685	0.9367008504
2686	0.9367208604
2687	0.9367208604
2688	0.9368809405
2689	0.9368809405
2690	0.937002668
2691	0.9370977155
2692	0.937002668
2693	0.937022678
2694	0.9370476905
2695	0.9371477405
2696	0.9371610805
2697	0.9372611306
2698	0.9371410705
2699	0.9370210105
2700	0.9368042355
2701	0.9370243455
2702	0.9370243455
2703	0.9369443055
2704	0.9369443055
2705	0.9368442555
2706	0.9369443055
2707	0.9369443055
2708	0.9369443055
2709	0.9370243455
2710	0.9371243955
2711	0.9370243455
2712	0.9371644155
2713	0.9371844255
2714	0.9372044356
2715	0.9372044356
2716	0.9371043855
2717	0.9371043855
2718	0.9371043855
2719	0.9370843755
2720	0.9370843755
2721	0.9372878106
2722	0.9372878106
2723	0.9372878106
2724	0.9372678006
2725	0.9373678506
2726	0.9372127731
2727	0.937172753
2728	0.9371777555
2729	0.937192763
2730	0.9372115224
2731	0.9370914624
2732	0.93732658
2733	0.93742663
2734	0.93742663
2735	0.9374449725
2736	0.93741996
2737	0.9374116225
2738	0.93762673
2739	0.9375416875
2740	0.9375667
2741	0.93768676
2742	0.93768676
2743	0.9378068201
2744	0.9378068201
2745	0.9379231282
2746	0.9380365183
2747	0.9379564782
2748	0.9380115058
2749	0.9379314657
2750	0.9378114057
2751	0.9379114557
2752	0.9379114557
2753	0.9378914457
2754	0.9377880607
2755	0.9377880607
2756	0.9377880607
2757	0.9378681007
2758	0.9378681007
2759	0.9378480907
2760	0.9379681507
2761	0.9381682508
2762	0.9380331833
2763	0.9379581457
2764	0.9378164082
2765	0.9379164582
2766	0.9379164582
2767	0.9379364682
2768	0.9378764382
2769	0.9380165083
2770	0.9379364682
2771	0.9380298483
2772	0.9380298483
2773	0.9380548608
2774	0.9381148908
2775	0.9381349008
2776	0.9383350008
2777	0.9385484409
2778	0.9386284809
2779	0.9386284809
2780	0.9386284809
2781	0.9387285309
2782	0.938828581
2783	0.9388535935
2784	0.9388535935
2785	0.9388736035
2786	0.9384600634
2787	0.9385934634
2788	0.9387602134
2789	0.9387602134
2790	0.9387935634
2791	0.9388602635
2792	0.9389603135
2793	0.9388602635
2794	0.939175421
2795	0.9393154911
2796	0.9393154911
2797	0.9393104886
2798	0.9391103885
2799	0.9389102885
2800	0.938875271
2801	0.939095381
2802	0.939095381
2803	0.938975321
2804	0.939075371
2805	0.939075371
2806	0.939195431
2807	0.9392954811
2808	0.9393038186
2809	0.9392838086
2810	0.9395489411
2811	0.9397290312
2812	0.9397290312
2813	0.9396489912
2814	0.9396906787
2815	0.9396106387
2816	0.9396173087
2817	0.9394172086
2818	0.9395139236
2819	0.9395139236
2820	0.9396473237
2821	0.9399524762
2822	0.9398674337
2823	0.9399074537
2824	0.9399874937
2825	0.9399074537
2826	0.9399074537
2827	0.9401075538
2828	0.9400075038
2829	0.9398674337
2830	0.9398474237
2831	0.9398674337
2832	0.9399674837
2833	0.9399124562
2834	0.9399124562
2835	0.9397123562
2836	0.9397123562
2837	0.9396923462
2838	0.9398303318
2839	0.9398436718
2840	0.9399237119
2841	0.9397853093
2842	0.9396652493
2843	0.9398653493
2844	0.9399653994
2845	0.9398653493
2846	0.9399653994
2847	0.9399653994
2848	0.9400054194
2849	0.9399854094
2850	0.9399804069
2851	0.9399737369
2852	0.9400737869
2853	0.9399937469
2854	0.9401138069
2855	0.9401338169
2856	0.9402538769
2857	0.9401538269
2858	0.9400737869
2859	0.9400737869
2860	0.9401738369
2861	0.9401738369
2862	0.9400737869
2863	0.9402738869
2864	0.9401738369
2865	0.9402888944
2866	0.9401888444
2867	0.9402088544
2868	0.9402888944
2869	0.9402888944
2870	0.940313907
2871	0.940614057
2872	0.9404389695
2873	0.9405390195
2874	0.9405390195
2875	0.9406190595
2876	0.940564032
2877	0.940564032
2878	0.9405590295
2879	0.9405390195
2880	0.9406190595
2881	0.940493997
2882	0.940694097
2883	0.9408391696
2884	0.9408391696
2885	0.9407641321
2886	0.9407641321
2887	0.9407641321
2888	0.9408641821
2889	0.9408641821
2890	0.9405390195
2891	0.940564032
2892	0.940664082
2893	0.940664082
2894	0.940664082
2895	0.940564032
2896	0.9407641321
2897	0.9407441221
2898	0.9410442721
2899	0.9409442221
2900	0.9409442221
2901	0.9408441721
2902	0.9408308321
2903	0.9408308321
2904	0.9409308821
2905	0.9408308321
2906	0.9407708021
2907	0.9407958146
2908	0.9410959646
2909	0.9410959646
2910	0.9410759546
2911	0.9410959646
2912	0.9411760047
2913	0.9410759546
2914	0.9411760047
2915	0.9412760547
2916	0.9411559947
2917	0.9412760547
2918	0.9413010672
2919	0.9412610472
2920	0.9412810572
2921	0.9413811072
2922	0.9414811572
2923	0.9414811572
