iter	RMSE	MAP:top=5
1718	0.6578388461	0.79084445
1719	0.6578217696	0.790947835
1720	0.6577903599	0.7911045801
1721	0.6577690728	0.7911223667
1722	0.6577474219	0.7909856317
1723	0.6577094429	0.7911357067
1724	0.657671017	0.7910973542
1725	0.6576488478	0.7909739592
1726	0.6576230738	0.7911507142
1727	0.6575774285	0.7914708743
1728	0.6575557713	0.7914425268
1729	0.6575256559	0.7913708243
1730	0.6575029738	0.7915842644
1731	0.6574695426	0.7917921461
1732	0.6574429234	0.7916370685
1733	0.6574155302	0.7914444722
1734	0.6573841007	0.7915634206
1735	0.6573387825	0.7915667556
1736	0.6573111397	0.7917418431
1737	0.6572817451	0.7917235006
1738	0.6572533599	0.7915295148
1739	0.6572323917	0.791648741
1740	0.6571927021	0.7915937135
1741	0.6571670091	0.791612056
1742	0.657123375	0.7917237786
1743	0.6570904424	0.7917304486
1744	0.6570649248	0.7918271636
1745	0.6570281876	0.7917993719
1746	0.6570171718	0.7918510644
1747	0.6569766898	0.7920233728
1748	0.6569409932	0.7922293091
1749	0.656903899	0.7921959591
1750	0.6568735072	0.7917273915
1751	0.6568500134	0.7917243344
1752	0.6568223896	0.7919561169
1753	0.6567766051	0.7919611194
1754	0.65674833	0.7923685454
1755	0.6567146309	0.7925569729
1756	0.6566774618	0.7925719804
1757	0.6566605519	0.7925503029
1758	0.6566390545	0.7925019454
1759	0.6566128847	0.7924469179
1760	0.6565710815	0.7924781835
1761	0.656530705	0.792453171
1762	0.6565018783	0.7923614585
1763	0.6564840728	0.7922013785
1764	0.6564437032	0.7925857373
1765	0.6564081217	0.7929242399
1766	0.6563720649	0.7927327553
1767	0.6563402712	0.7930304041
1768	0.6563110805	0.7928719916
1769	0.6562763815	0.7930162303
1770	0.6562264805	0.7928936691
1771	0.656203024	0.7928528153
1772	0.6561608779	0.792833639
1773	0.6561281509	0.7930504141
1774	0.65610199	0.7931171141
1775	0.6560714238	0.7930070591
1776	0.6560400032	0.7932838642
1777	0.6560080336	0.7934228225
1778	0.6559616451	0.7933022067
1779	0.6559189985	0.7933422267
1780	0.6558938477	0.7933605692
1781	0.6558592319	0.7934005892
1782	0.6558299408	0.7932905342
1783	0.6557981105	0.7933672392
1784	0.6557738499	0.7933789117
1785	0.6557553289	0.7935973542
1786	0.6557225079	0.7938241343
1787	0.6556944692	0.7941109444
1788	0.6556764302	0.7941242844
1789	0.655632793	0.7943760769
1790	0.6556117562	0.7942109944
1791	0.6555696125	0.7939441943
1792	0.6555273578	0.794028681
1793	0.6554912343	0.7937635484
1794	0.6554467245	0.794012006
1795	0.6554173772	0.7939769885
1796	0.6553882731	0.7940803735
1797	0.6553552706	0.793961981
1798	0.6553347145	0.794048691
1799	0.6552967276	0.794028681
1800	0.6552710789	0.7942938136
1801	0.6552435223	0.7943210494
1802	0.6552170073	0.7943160469
1803	0.655180609	0.794702907
1804	0.6551626882	0.7948829971
1805	0.6551418136	0.7947879495
1806	0.6551106342	0.794499472
1807	0.6550825205	0.7946178645
1808	0.6550426788	0.794756267
1809	0.6550192942	0.7943671836
1810	0.654999453	0.7941670835
1811	0.6549590741	0.7944038686
1812	0.6549191667	0.7948691012
1813	0.6548980246	0.7949524762
1814	0.6548711917	0.7949783225
1815	0.6548425902	0.7950350175
1816	0.6548005457	0.7952784726
1817	0.6547768557	0.79501334
1818	0.6547271311	0.7952884776
1819	0.6546859725	0.79516008
1820	0.6546463004	0.7955902951
1821	0.654613879	0.7954819076
1822	0.6545756801	0.7952234451
1823	0.6545547571	0.7952384526
1824	0.6545048962	0.7952517926
1825	0.6544710409	0.795143405
1826	0.6544585964	0.7949749875
1827	0.6544173635	0.794969985
1828	0.6543705579	0.7952943138
1829	0.6543351192	0.795123395
1830	0.6542971194	0.7953460063
1831	0.6542756922	0.7952743038
1832	0.6542506388	0.7954618976
1833	0.6542227718	0.796054694
1834	0.6541830061	0.795974654
1835	0.6541580505	0.7960596965
1836	0.6541360827	0.7959357457
1837	0.6541121347	0.7958632094
1838	0.6540913751	0.7957414819
1839	0.6540373853	0.7956364293
1840	0.6539935862	0.7959199044
1841	0.6539463112	0.7959174031
1842	0.6539165794	0.7960924907
1843	0.6538743737	0.7960683119
1844	0.6538453021	0.7959160136
1845	0.6538212461	0.7960298205
1846	0.6537862949	0.7962771664
1847	0.6537553563	0.7961821188
1848	0.6537372837	0.7962571564
1849	0.6537046581	0.7965056139
1850	0.653662096	0.7967340615
1851	0.6536311585	0.7966273414
1852	0.6536094196	0.7966156689
1853	0.653564133	0.797022539
1854	0.6535126339	0.7970950753
1855	0.6534613062	0.7972151353
1856	0.6534145034	0.7974335779
1857	0.6533853312	0.7972651604
1858	0.6533510338	0.7970750653
1859	0.6533166785	0.7969750153
1860	0.6533069266	0.7969750153
1861	0.6532821463	0.7967215552
1862	0.6532599474	0.7969233228
1863	0.6532428718	0.7969600078
1864	0.6532151947	0.7971217553
1865	0.6531732723	0.7972501529
1866	0.6531493668	0.7972401479
1867	0.6531210044	0.7974869379
1868	0.6531044065	0.7976203379
1869	0.6530882668	0.797790423
1870	0.6530706399	0.7975753154
1871	0.6530348709	0.7978321105
1872	0.6529970216	0.797633678
1873	0.6529621657	0.797887138
1874	0.6529465103	0.797987188
1875	0.652898202	0.797703713
1876	0.6528714869	0.7975636429
1877	0.6528180477	0.7977020455
1878	0.6527966798	0.7976220054
1879	0.6527707132	0.797647018
1880	0.6527308926	0.7978710188
1881	0.6527073079	0.7978710188
1882	0.6526637997	0.7978610138
1883	0.6526338903	0.7980677839
1884	0.652600705	0.7979543939
1885	0.6525700755	0.7976825913
1886	0.6525325265	0.7980135901
1887	0.6525020819	0.7981153077
1888	0.6524808093	0.7979985826
1889	0.652468168	0.7979835751
1890	0.6524431246	0.7980219276
1891	0.6524195437	0.7979902451
1892	0.6523858357	0.7980235951
1893	0.6523630487	0.7980085876
1894	0.6523400993	0.7983120727
1895	0.6523096988	0.7984171252
1896	0.6522890543	0.7982220277
1897	0.6522486607	0.7984732644
1898	0.6522208341	0.7984782669
1899	0.6521983139	0.798841782
1900	0.6521621803	0.7989535045
1901	0.6521281246	0.7989510033
1902	0.6520830906	0.7989176533
1903	0.6520607788	0.7984415819
1904	0.6520352409	0.7983248569
1905	0.6520065057	0.7987000445
1906	0.6519812929	0.7988801345
1907	0.6519660542	0.798895142
1908	0.6519395453	0.7989605914
1909	0.6519126219	0.7992882552
1910	0.6518911146	0.7992610194
1911	0.6518576737	0.7992209994
1912	0.6518277923	0.7992510144
1913	0.651805004	0.7992426769
1914	0.6517567499	0.7992543494
1915	0.6517383504	0.7991776444
1916	0.6516846708	0.7993199377
1917	0.6516510126	0.7993182702
1918	0.6516207773	0.7990414652
1919	0.6515863412	0.7994149853
1920	0.6515476973	0.7995733978
1921	0.6515203509	0.7997568229
1922	0.6514868596	0.7995750653
1923	0.651434559	0.7994866878
1924	0.6514017741	0.7994083153
1925	0.651375105	0.7995489411
1926	0.6513542291	0.7995222611
1927	0.6513256248	0.7997990662
1928	0.6512918761	0.7994388861
1929	0.6512633292	0.7995264299
1930	0.6512342792	0.7996798399
1931	0.6512015847	0.7995525541
1932	0.6511687086	0.7992765827
1933	0.6511395802	0.7995867378
1934	0.6511108795	0.7995717303
1935	0.6510935438	0.7996751153
1936	0.6510670478	0.7997034628
1937	0.6510278024	0.7997251403
1938	0.6509982373	0.7990564727
1939	0.6509804434	0.7995250403
1940	0.6509398538	0.7997251403
1941	0.650891508	0.7997076316
1942	0.6508591087	0.7998226891
1943	0.6508322441	0.7997960091
1944	0.6507967833	0.7997376466
1945	0.6507678005	0.8001078317
1946	0.6507418916	0.8002262242
1947	0.6507202992	0.8003029292
1948	0.6506837965	0.8000703129
1949	0.6506637426	0.8001962092
1950	0.6506264572	0.8002779167
1951	0.6506062646	0.8002929242
1952	0.6505767464	0.8003612918
1953	0.6505520547	0.8005647268
1954	0.6505339123	0.8005313768
1955	0.6505258712	0.8005497193
1956	0.6504863297	0.8003863043
1957	0.6504635259	0.8002028792
1958	0.6504299527	0.800410483
1959	0.6504121211	0.800410483
1960	0.6503820018	0.800393808
1961	0.6503471438	0.8003721305
1962	0.6503197224	0.800307098
1963	0.6502920062	0.800383803
1964	0.6502716886	0.800523873
1965	0.6502303945	0.8006589406
1966	0.6501975507	0.8006039131
1967	0.6501392578	0.8006189206
1968	0.6501034082	0.8005772331
1969	0.6500598801	0.8007214718
1970	0.6500389199	0.8005597243
1971	0.6500173093	0.8005964093
1972	0.6499937308	0.8007389806
1973	0.6499783261	0.8008723806
1974	0.6499558609	0.8009023956
1975	0.6499165287	0.8009073981
1976	0.6498974381	0.8011225057
1977	0.6498577829	0.8010841532
1978	0.649815796	0.8016410983
1979	0.6498048058	0.8018795509
1980	0.6497813882	0.8017203046
1981	0.6497483685	0.8017444834
1982	0.6497118786	0.80164221
1983	0.649698366	0.801712245
1984	0.6496631932	0.8018064588
1985	0.6496264126	0.8019031738
1986	0.6495895556	0.8017764438
1987	0.6495589183	0.8020178145
1988	0.6495280728	0.8018794119
1989	0.6494809209	0.8018560669
1990	0.6494431386	0.8020044745
1991	0.6494095702	0.8020311545
1992	0.6493803858	0.8019194319
1993	0.6493420091	0.8019594519
1994	0.6493117424	0.8020244845
1995	0.6492652441	0.8019844645
1996	0.6492351808	0.802152882
1997	0.6491975064	0.8020153132
1998	0.649170072	0.8022445945
1999	0.6491575932	0.8024763771
2000	0.6491186436	0.8025469679
2001	0.6490915994	0.802690373
2002	0.64905525	0.802690373
2003	0.6490207353	0.8030705631
2004	0.648994424	0.8028521205
2005	0.6489720728	0.802947168
2006	0.6489484285	0.8028287755
2007	0.6489111728	0.8029580068
2008	0.6488915193	0.802777083
2009	0.6488637462	0.8029785726
2010	0.6488380109	0.8030235951
2011	0.6488067444	0.8030180368
2012	0.6487674501	0.8032931744
2013	0.6487326869	0.8032325885
2014	0.6486991074	0.8032917848
2015	0.6486715446	0.8034401923
2016	0.6486400324	0.8031950698
2017	0.6486207266	0.8032851148
2018	0.648582658	0.8033960036
2019	0.6485508317	0.8033759936
2020	0.648519754	0.8032184148
2021	0.6484792405	0.8032634373
2022	0.648426482	0.8033809961
2023	0.6484040757	0.8033776611
2024	0.6483594564	0.8031625535
2025	0.6483211083	0.803267606
2026	0.6482891172	0.8036861486
2027	0.6482501619	0.8037811962
2028	0.6482158366	0.8036194486
2029	0.6481923613	0.8041071925
2030	0.6481566046	0.8041964038
2031	0.6481227254	0.8043548163
2032	0.6480884082	0.80406217
2033	0.6480624501	0.8043139625
2034	0.6480241135	0.8042439275
2035	0.6480005425	0.8043739926
2036	0.6479730442	0.8043789951
2037	0.647927344	0.8041447112
2038	0.6479050077	0.8042480963
2039	0.6478788751	0.8041480462
2040	0.6478395534	0.8043940026
2041	0.6478073294	0.8050243177
2042	0.6477711695	0.8044840476
2043	0.6477484841	0.8047008226
2044	0.6477267962	0.8046141126
2045	0.6476947656	0.8044690401
2046	0.6476699322	0.8044890501
2047	0.6476519049	0.8044323551
2048	0.6476209216	0.8042906175
2049	0.6475963575	0.8043756601
2050	0.647573273	0.8045023901
2051	0.64755177	0.8043931688
2052	0.6475275266	0.8045649213
2053	0.6475017484	0.8045949364
2054	0.6474876252	0.8044948863
2055	0.647463474	0.8048950864
2056	0.6474382809	0.8048117114
2057	0.6474136015	0.8048717414
2058	0.6473983843	0.8046282864
2059	0.6473632228	0.8047316714
2060	0.6473370448	0.8049217664
2061	0.6473142022	0.8047575176
2062	0.6472939118	0.8045724251
2063	0.6472527702	0.8047272247
2064	0.6472396942	0.8048339448
2065	0.6471941685	0.8049281585
2066	0.6471649585	0.8051552165
2067	0.6471404983	0.8049617864
2068	0.6471153534	0.8051685565
2069	0.647077142	0.8051618865
2070	0.6470416929	0.8051260352
2071	0.6470357944	0.8051227002
2072	0.6470134756	0.8050226502
2073	0.646962442	0.8051289534
2074	0.6469295625	0.8053019565
2075	0.6469086026	0.8054767662
2076	0.6468809046	0.8053325274
2077	0.6468450847	0.8054926074
2078	0.6468018698	0.8054951087
2079	0.6467638451	0.8062113001
2080	0.6467435953	0.8060162025
2081	0.6467187248	0.8060061975
2082	0.6466817388	0.8060420488
2083	0.646646509	0.8060804013
2084	0.6466260285	0.8059520038
2085	0.6465874907	0.8059603413
2086	0.646541343	0.80596451
2087	0.6465128727	0.8061512701
2088	0.6464667815	0.8061179201
2089	0.6464296164	0.805807765
2090	0.6464055115	0.8058928075
2091	0.6463743406	0.805747735
2092	0.6463557885	0.80585112
2093	0.6463297401	0.805801095
2094	0.646278416	0.8058736313
2095	0.646263337	0.8057635762
2096	0.6462356362	0.80575774
2097	0.6462011493	0.8059595075
2098	0.6461634938	0.80568437
2099	0.6461382961	0.8058894725
2100	0.6461212261	0.8059749319
2101	0.6460907259	0.8060049469
2102	0.6460602523	0.8061150019
2103	0.6460295816	0.806328442
2104	0.6460121348	0.806435162
2105	0.6459804727	0.8068103496
2106	0.6459448879	0.806498527
2107	0.6459184817	0.806458507
2108	0.6458863581	0.8066165027
2109	0.6458552049	0.8067365627
2110	0.6458286226	0.8068432828
2111	0.645795627	0.8069487522
2112	0.6457660942	0.8068603746
2113	0.6457455024	0.8068770496
2114	0.6457120362	0.8071513535
2115	0.6456874506	0.8071054972
2116	0.6456556354	0.8068883053
2117	0.6456404927	0.8066248402
2118	0.6456169472	0.8068053471
2119	0.6455960779	0.8074994442
2120	0.6455700741	0.8076578567
2121	0.6455350204	0.8074919404
2122	0.6455144053	0.8074485854
2123	0.6454924456	0.8075315435
2124	0.6454473446	0.807489856
2125	0.6454387049	0.8074248235
2126	0.6454047147	0.807369796
2127	0.645374808	0.8070521372
2128	0.6453436979	0.8070854872
2129	0.6452914212	0.8075223723
2130	0.6452757079	0.8077195542
2131	0.645238463	0.807640348
2132	0.6451869499	0.8076945417
2133	0.6451626214	0.8077745817
2134	0.6451319062	0.8081314268
2135	0.6451092885	0.8082031293
2136	0.6450836317	0.8079613418
2137	0.6450458105	0.8082631594
2138	0.6450115069	0.8082331443
2139	0.644987778	0.8081581068
2140	0.6449527226	0.8081731143
2141	0.6449282977	0.8079146518
2142	0.6448980596	0.8078196042
2143	0.6448609418	0.8077345617
2144	0.6448236065	0.8077645767
2145	0.6447978508	0.8078562893
2146	0.6447630121	0.8079721805
2147	0.644732728	0.8079521705
2148	0.6446991992	0.8080522206
2149	0.6446766641	0.8080572231
2150	0.6446506891	0.8081189206
2151	0.6445997994	0.8081872881
2152	0.6445544119	0.8081372631
2153	0.6445316481	0.8080322105
2154	0.6445117301	0.807920488
2155	0.6444789201	0.8080672281
2156	0.6444578915	0.8080939081
2157	0.6444323561	0.8081939581
2158	0.6443999608	0.8080922406
2159	0.6443603909	0.8081922906
2160	0.6443395268	0.8083623756
2161	0.6442867534	0.8085216219
2162	0.6442588129	0.8085216219
2163	0.6442397483	0.8085099494
2164	0.6442163178	0.808695042
2165	0.6441800361	0.8088434495
2166	0.6441372628	0.808668362
2167	0.6441185208	0.808948502
2168	0.6440910985	0.8088534545
2169	0.6440578723	0.8092069646
2170	0.644028117	0.8092373965
2171	0.6440138411	0.8093374465
2172	0.6439865838	0.809229059
2173	0.6439681159	0.809195709
2174	0.643933257	0.809219054
2175	0.6439234867	0.8090389639
2176	0.6438752787	0.8091773665
2177	0.64383177	0.8092769996
2178	0.6438089518	0.8090385471
2179	0.6437823907	0.8092336446
2180	0.6437557429	0.8092874215
2181	0.6437332334	0.8090756489
2182	0.6437146262	0.8089755989
2183	0.643678399	0.8091039964
2184	0.6436409421	0.8091573565
2185	0.6436223877	0.8090823189
2186	0.6435903783	0.8093607915
2187	0.6435617956	0.809415819
2188	0.6435237128	0.809445834
2189	0.6435001661	0.809402479
2190	0.6434586576	0.8095308765
2191	0.6434297895	0.8096842866
2192	0.6434004084	0.8098407537
2193	0.6433691071	0.8098040687
2194	0.6433451357	0.8099324662
2195	0.6433135531	0.8103843588
2196	0.6432743631	0.8102459563
2197	0.6432522571	0.8101959313
2198	0.6432237673	0.8100875438
2199	0.6431928312	0.8103493413
2200	0.643153163	0.8105594464
2201	0.6431283166	0.8105110889
2202	0.6430884764	0.8106178089
2203	0.6430620289	0.8104343839
2204	0.6430334999	0.8106044689
2205	0.6429989551	0.8104710689
2206	0.6429784812	0.8104093714
2207	0.6429163278	0.8105327664
2208	0.6428758216	0.8105694514
2209	0.6428528418	0.8109196265
2210	0.6428166336	0.8111597465
2211	0.6427992967	0.8111397365
2212	0.6427808298	0.811024679
2213	0.6427382362	0.8110909621
2214	0.6427113818	0.8111543272
2215	0.6427048926	0.8111343172
2216	0.6426830609	0.8110759546
2217	0.6426462878	0.8112151909
2218	0.6426251389	0.8114828247
2219	0.6426025469	0.811672086
2220	0.6425712797	0.8113802735
2221	0.6425464028	0.8111172253
2222	0.6425259605	0.8114107054
2223	0.6425011737	0.8114573954
2224	0.642475377	0.811421961
2225	0.6424573243	0.8114457229
2226	0.6424303663	0.811168362
2227	0.6424079817	0.8113734645
2228	0.6423767178	0.811248402
2229	0.6423461409	0.811385137
2230	0.6423127009	0.8118520371
2231	0.6423095234	0.8118520371
2232	0.642286605	0.8116736146
2233	0.6422540932	0.8120443555
2234	0.6422121788	0.812019343
2235	0.6421756204	0.8119676505
2236	0.642143781	0.8119543105
2237	0.6421158981	0.8120410205
2238	0.6420910064	0.8123094881
2239	0.6420633156	0.8119576455
2240	0.6420464542	0.811895948
2241	0.6420112685	0.8116424879
2242	0.6419751367	0.8116708354
2243	0.64194983	0.811902618
2244	0.6419147911	0.8120977155
2245	0.641895199	0.812012673
2246	0.6418719102	0.8119348563
2247	0.6418462718	0.8118781613
2248	0.6418215215	0.8119632038
2249	0.6417925188	0.8120615863
2250	0.641775779	0.8122141626
2251	0.6417528841	0.8124092602
2252	0.6417318773	0.8125243177
2253	0.6417011642	0.8128611528
2254	0.6416590226	0.8125693402
2255	0.6416323326	0.8124014785
2256	0.641613955	0.8124815185
2257	0.64158281	0.812540159
2258	0.6415815153	0.812556834
2259	0.6415465572	0.8123784114
2260	0.6415250799	0.8122850314
2261	0.6414956209	0.8121933189
2262	0.6414639242	0.8122883664
2263	0.641435029	0.8122183314
2264	0.6414181946	0.8122591851
2265	0.6413768562	0.8122158301
2266	0.6413555059	0.8120190651
2267	0.6413312361	0.8121974876
2268	0.6413060881	0.8120916014
2269	0.6412866478	0.8119775165
2270	0.6412353431	0.811835779
2271	0.6412196426	0.8118641265
2272	0.6411873615	0.8120008615
2273	0.6411478938	0.8120414374
2274	0.6411357017	0.8122743316
2275	0.6411121826	0.8123602079
2276	0.6410828024	0.8125778167
2277	0.6410609205	0.8127617976
2278	0.6410458208	0.8128618476
2279	0.6410264058	0.8129352176
2280	0.641009791	0.8129335501
2281	0.6409808766	0.8127378967
2282	0.6409577834	0.8126728642
2283	0.6409314726	0.8125421044
2284	0.6409119371	0.8126571619
2285	0.6408781931	0.8128022345
2286	0.6408407396	0.8125954644
2287	0.6408002725	0.8123711856
2288	0.6407681275	0.8127763882
2289	0.640737161	0.8126329832
2290	0.6407114133	0.8127330332
2291	0.6406548901	0.8127638819
2292	0.6406366219	0.8127638819
2293	0.6405985755	0.812863932
2294	0.6405768145	0.812863932
2295	0.6405530987	0.812897282
2296	0.6405158228	0.8127730532
2297	0.6404939418	0.8126346507
2298	0.6404468296	0.812980657
2299	0.6404238112	0.8132157746
2300	0.6403907823	0.8134975821
2301	0.6403767012	0.8135926296
2302	0.6403449904	0.8135873492
2303	0.6403152898	0.8130948808
2304	0.6402900265	0.813260936
2305	0.6402504427	0.813237591
2306	0.6402189979	0.8132221666
2307	0.6401778713	0.8132588516
2308	0.6401565415	0.8132955367
2309	0.6401275086	0.8132355066
2310	0.64010127	0.8131963204
2311	0.6400605953	0.8134483909
2312	0.640044926	0.8134884109
2313	0.6399996628	0.8135300984
2314	0.6399803118	0.8133500083
2315	0.6399518548	0.8134017009
2316	0.6399397275	0.8137235284
2317	0.6399184408	0.813998666
2318	0.6398962398	0.8138869435
2319	0.6398666291	0.814058696
2320	0.6398230874	0.8140261798
2321	0.6397873039	0.8138210772
2322	0.6397625919	0.8140411873
2323	0.6397387839	0.8143713523
2324	0.6397140261	0.8144105386
2325	0.6396907335	0.8145205936
2326	0.6396518899	0.8144172086
2327	0.639609025	0.8145055861
2328	0.6395819093	0.814162081
2329	0.6395573652	0.8143321661
2330	0.6395281714	0.8144372186
2331	0.6394916781	0.8147206937
2332	0.6394591364	0.8149107887
2333	0.6394356086	0.8149107887
2334	0.639412671	0.8148151854
2335	0.6393845953	0.8147568229
2336	0.6393578628	0.8145500528
2337	0.6393359674	0.8149235729
2338	0.6393028832	0.8149385804
2339	0.6392713993	0.8151286754
2340	0.6392473342	0.8152687455
2341	0.6392092968	0.8155655606
2342	0.6391883896	0.8154329943
2343	0.639161797	0.8152153855
2344	0.6391366263	0.8151453505
2345	0.639103131	0.815250403
2346	0.6390611166	0.8151111667
2347	0.6390297471	0.8150277917
2348	0.6389957802	0.8151253404
2349	0.6389759671	0.815397143
2350	0.638958259	0.8151898171
2351	0.6388944388	0.8152498471
2352	0.6388698868	0.8150530821
2353	0.638844585	0.8151281196
2354	0.6388219367	0.815320438
2355	0.6388039168	0.8147985104
2356	0.6387810433	0.8148251904
2357	0.6387546056	0.8149836029
2358	0.6387211396	0.8153687955
2359	0.6386952193	0.8153646268
2360	0.6386779592	0.8152579067
2361	0.6386630133	0.8153879718
2362	0.6386374072	0.8155046968
2363	0.638614745	0.8157239731
2364	0.6385828085	0.816175032
2365	0.6385597074	0.8160483019
2366	0.6385124907	0.8163492858
2367	0.6384838446	0.8167194708
2368	0.6384580365	0.8167266967
2369	0.6384254091	0.8165582791
2370	0.6384011245	0.8163798566
2371	0.6383825121	0.8163731866
2372	0.6383544545	0.8165932966
2373	0.6383283217	0.8164632316
2374	0.6383043152	0.8165949641
2375	0.6382796926	0.8166266467
2376	0.6382502743	0.8162239453
2377	0.6382168096	0.8163415041
2378	0.638182856	0.8167850592
2379	0.6381814304	0.8167739425
2380	0.6381623376	0.8167572675
2381	0.63813749	0.816845923
2382	0.6381067743	0.8164640654
2383	0.6380730226	0.8165841254
2384	0.6380467837	0.8170251793
2385	0.6380120961	0.8167450392
2386	0.6379726366	0.8170368518
2387	0.637946533	0.8172719693
2388	0.6379345005	0.8173870268
2389	0.63790858	0.8175937969
2390	0.6378884807	0.8176671669
2391	0.6378671739	0.8172136068
2392	0.6378348756	0.8173036518
2393	0.6378140025	0.8174470569
2394	0.6377792893	0.8171152243
2395	0.637766256	0.8173336668
2396	0.6377331869	0.8170885443
2397	0.6377095216	0.8170485243
2398	0.6376646513	0.8169684842
2399	0.6376356175	0.8167116892
2400	0.6376078256	0.8170301818
2401	0.6375744506	0.8172486243
2402	0.6375539021	0.8170902118
2403	0.6375243996	0.8170618643
2404	0.6375086892	0.8170568618
2405	0.6374853369	0.8170310155
2406	0.6374592508	0.8171485743
2407	0.6374333841	0.817176088
2408	0.6374130216	0.8170485243
2409	0.6373909047	0.816892613
2410	0.6373669593	0.8169776555
2411	0.6373457987	0.8168909455
2412	0.6373347748	0.817056028
2413	0.6373148102	0.8171944305
2414	0.6372963408	0.8173353343
2415	0.6372765957	0.8173219943
2416	0.6372484597	0.8172144406
2417	0.6372274371	0.8173311656
2418	0.6371992926	0.8174378856
2419	0.6371572418	0.8173545106
2420	0.6371285562	0.8175029181
2421	0.6371179977	0.8173878606
2422	0.6371176218	0.8173878606
2423	0.6370936128	0.8171810905
2424	0.6370697884	0.8173328331
2425	0.6370418012	0.8174445556
2426	0.6370028255	0.8177947307
2427	0.6369740543	0.8177280307
2428	0.6369379487	0.8177988994
2429	0.6369038044	0.8179189595
2430	0.6368752318	0.8177488744
2431	0.6368446795	0.8178422545
2432	0.6368138794	0.8181557445
2433	0.6367770968	0.8183491746
2434	0.6367524306	0.8182424546
2435	0.6367271008	0.8186351509
2436	0.6366937029	0.8186568284
2437	0.6366758079	0.8186568284
2438	0.6366465822	0.8189269635
2439	0.6366212616	0.8190370185
2440	0.6366001862	0.8190928798
2441	0.6365800704	0.819185704
2442	0.6365570237	0.8191706965
2443	0.6365138325	0.8192807515
2444	0.6364686335	0.8192574065
2445	0.6364401355	0.8191907065
2446	0.6364107923	0.8191190039
2447	0.6363735045	0.819139014
2448	0.6363432831	0.819172364
2449	0.6363090574	0.8194074815
2450	0.6362848319	0.819189039
2451	0.636268884	0.8192240565
2452	0.6362419831	0.819355789
2453	0.6362085673	0.819379134
2454	0.6361813302	0.819319104
2455	0.6361537204	0.819415819
2456	0.6361396832	0.819515869
2457	0.6361126176	0.8195408816
2458	0.6360803625	0.8196342616
2459	0.6360527979	0.8196342616
2460	0.6360261915	0.8198577066
2461	0.6360024865	0.8199577567
2462	0.6359685371	0.8199619254
2463	0.6359485278	0.8201061642
2464	0.6359198207	0.8200544717
2465	0.6358842148	0.8203146017
2466	0.6358613703	0.8200861542
2467	0.6358347336	0.8201845367
2468	0.6357975196	0.8201545217
2469	0.6357664188	0.8201595242
2470	0.635742523	0.820230393
2471	0.6357067023	0.820190373
2472	0.6356772587	0.8206756156
2473	0.6356465492	0.8207056306
2474	0.635619824	0.8203988105
2475	0.6355859894	0.8204621755
2476	0.6355701491	0.8205622256
2477	0.6355408725	0.8206105831
2478	0.6355125429	0.8207562114
2479	0.635493285	0.8207412039
2480	0.6354666471	0.8206895114
2481	0.635452664	0.8205094214
2482	0.6354422782	0.8204310489
2483	0.6354155702	0.8203760213
2484	0.6353852841	0.8204944139
2485	0.6353522763	0.8206872881
2486	0.635337483	0.8207078539
2487	0.63531763	0.8206911789
2488	0.635288215	0.8205611139
2489	0.6352766828	0.8205611139
2490	0.6352470243	0.8206178089
2491	0.6352184077	0.8206278139
2492	0.6351900081	0.8204543939
2493	0.6351459117	0.8205411039
2494	0.6351072652	0.8206544939
2495	0.6350918979	0.8203309988
2496	0.6350708421	0.8204377189
2497	0.6350504228	0.8203054305
2498	0.63502607	0.820517203
2499	0.6349970804	0.8203915847
2500	0.6349675304	0.8206467122
2501	0.6349357286	0.8206600522
2502	0.6349201813	0.8208434773
2503	0.6349027607	0.8210285698
2504	0.6348773553	0.8212653549
2505	0.6348550085	0.8212620199
2506	0.6348255938	0.8213954199
2507	0.6347949272	0.8214737925
2508	0.6347648565	0.8213987549
2509	0.6347239555	0.8214654549
2510	0.6346931273	0.82150881
2511	0.6346749015	0.821612195
2512	0.6346383328	0.8216438775
2513	0.6346182835	0.8217947863
2514	0.6346007241	0.8214757379
2515	0.6345918821	0.8214757379
2516	0.634579426	0.8212711912
2517	0.6345577407	0.8214362737
2518	0.6345185527	0.8210594186
2519	0.6344810029	0.8211844811
2520	0.6344540949	0.8212128286
2521	0.6344328572	0.8213566505
2522	0.6343854721	0.8214350231
2523	0.6343851397	0.8214350231
2524	0.6343593265	0.8212607693
2525	0.6343413442	0.8212913401
2526	0.6343153648	0.8213763826
2527	0.6342940776	0.8216759769
2528	0.6342457806	0.8215425768
2529	0.6342126973	0.8216801456
2530	0.6341834419	0.8213499805
2531	0.6341409544	0.8214911622
2532	0.6341152497	0.8214175143
2533	0.6340838497	0.8213369185
2534	0.6340523162	0.8214703185
2535	0.6340158461	0.8214903285
2536	0.6339876681	0.821588711
2537	0.6339506436	0.821491996
2538	0.6339164473	0.8216112223
2539	0.6338911518	0.8216345673
2540	0.6338611526	0.8219263799
2541	0.6338340359	0.8220364349
2542	0.6337999734	0.8223604858
2543	0.6337678044	0.8222220833
2544	0.6337519691	0.8223546495
2545	0.6337306779	0.8223571508
2546	0.6337138466	0.8223521483
2547	0.6336937884	0.8224672058
2548	0.6336773889	0.8224872158
2549	0.633651801	0.8226956534
2550	0.6336245422	0.8225755934
2551	0.6335958456	0.8226506309
