iter	RMSE	MAP:top=5
879	0.6898268173	0.7404628703
880	0.6897824056	0.7404887166
881	0.6897096709	0.7411370963
882	0.6896648598	0.7410353788
883	0.6896240544	0.7411632205
884	0.6895756159	0.741068173
885	0.689546603	0.7412465955
886	0.6895020546	0.7416563837
887	0.6894693884	0.7420032238
888	0.6894224952	0.7422811406
889	0.6893513162	0.742046023
890	0.6893090602	0.7421877605
891	0.6892774977	0.7425145906
892	0.689235543	0.7424195431
893	0.6891694055	0.7423720193
894	0.6891268516	0.7425921294
895	0.689089704	0.7427372019
896	0.6890505015	0.742940637
897	0.6890227304	0.7425454394
898	0.6889959233	0.743017342
899	0.688952861	0.7427743038
900	0.6889023428	0.7429243789
901	0.6888497703	0.7429543939
902	0.6887918155	0.7429049247
903	0.6887666629	0.7429782947
904	0.6887334889	0.7431267022
905	0.6886808915	0.7430284587
906	0.6886205037	0.7429767662
907	0.6885639638	0.7426691123
908	0.6884982961	0.7424506698
909	0.688425194	0.7427508199
910	0.6883712654	0.7428108499
911	0.6883275884	0.7428425324
912	0.6882788162	0.7429125674
913	0.68824656	0.74322439
914	0.6881861682	0.7434703463
915	0.6881557826	0.7434186538
916	0.6881165912	0.7434636763
917	0.6880709118	0.7434503363
918	0.6880060421	0.7435398255
919	0.6879371347	0.7436245901
920	0.6878743007	0.7442260019
921	0.6878349247	0.7443999778
922	0.6877684058	0.744596187
923	0.687716001	0.7447786393
924	0.6876803281	0.7445368518
925	0.6876467166	0.7448809127
926	0.6876107852	0.7448920293
927	0.6875843025	0.7451821744
928	0.6875494364	0.7452288644
929	0.6874999928	0.7447769718
930	0.6874737052	0.7446969318
931	0.6874245845	0.7449124562
932	0.68737838	0.7447086043
933	0.6873254431	0.7446985993
934	0.6872677775	0.7448670168
935	0.6872251135	0.7448886943
936	0.6871740157	0.7449170419
937	0.6871312472	0.7450804569
938	0.6870987705	0.7450987994
939	0.6870521154	0.745310572
940	0.6870078818	0.7455127564
941	0.6869652964	0.745136735
942	0.6869270994	0.7451850925
943	0.6868905006	0.745190095
944	0.6868386435	0.7455285976
945	0.6867643166	0.7455602801
946	0.6867366302	0.7456953477
947	0.6866726661	0.7457320327
948	0.6866248274	0.7463423378
949	0.686593936	0.7460738703
950	0.6865475772	0.7460722028
951	0.6865053832	0.7465407704
952	0.6864612674	0.7465282641
953	0.6864340014	0.7465065866
954	0.6864333401	0.7465065866
955	0.6864062869	0.7464548941
956	0.6863827394	0.7464665666
957	0.6863483547	0.7467333667
958	0.686317223	0.7468784392
959	0.686274209	0.746698905
960	0.6862277612	0.7467239175
961	0.6861888806	0.7470040576
962	0.6861429686	0.7470474126
963	0.6861043753	0.7469406926
964	0.6860583767	0.7470315713
965	0.6860186487	0.7471482964
966	0.6859695924	0.7472666889
967	0.6859193393	0.7472783614
968	0.6858807784	0.7472733589
969	0.6858025452	0.7475218165
970	0.6857727162	0.7475073648
971	0.6857230068	0.7476641098
972	0.6856825702	0.7478425324
973	0.6856097818	0.7478875549
974	0.6855510227	0.7480231783
975	0.6855243924	0.7480982158
976	0.6854891968	0.7482149408
977	0.6854553944	0.7481549108
978	0.6854248156	0.7482649658
979	0.6853718044	0.7481232283
980	0.6853155624	0.7483249958
981	0.6852765173	0.7486134734
982	0.6852206007	0.7485184259
983	0.6851756569	0.7486634984
984	0.6851510341	0.7487718859
985	0.685124438	0.7486851759
986	0.6850831649	0.7485534434
987	0.6850329343	0.7486222278
988	0.6849890271	0.7485321828
989	0.6849427654	0.7483937802
990	0.6848984299	0.7484721527
991	0.6848524673	0.7486609972
992	0.6848266938	0.7484892446
993	0.6848028898	0.7486134734
994	0.6847391665	0.7486106942
995	0.6847039734	0.7486161136
996	0.684668411	0.7485010561
997	0.6846266522	0.7485355178
998	0.6845951273	0.7490341004
999	0.684554369	0.7489034795
1000	0.684548589	0.7489034795
1001	0.6844773426	0.7490496637
1002	0.6844309061	0.7491089989
1003	0.6843794497	0.7490122839
1004	0.6843511634	0.7491039964
1005	0.6843185718	0.749152354
1006	0.6842791433	0.7493908065
1007	0.6842250106	0.7496842866
1008	0.6841883418	0.7498039297
1009	0.6841150364	0.7495710355
1010	0.6840535138	0.7495954922
1011	0.6840015912	0.7496788672
1012	0.68395089	0.7497889222
1013	0.6839075335	0.7499590073
1014	0.683856997	0.7500419654
1015	0.6838298952	0.7499144016
1016	0.683798736	0.7498126841
1017	0.683752991	0.7497943416
1018	0.6836997785	0.7499210716
1019	0.6836686894	0.7501086654
1020	0.6835945062	0.7500219554
1021	0.6835539175	0.7499569229
1022	0.6835213681	0.7500336279
1023	0.6834842469	0.750257073
1024	0.6834814402	0.750257073
1025	0.6834454086	0.7503921405
1026	0.6834077109	0.7505591685
1027	0.6833704853	0.7510310711
1028	0.6833285723	0.7509768773
1029	0.6832978101	0.7511252849
1030	0.6832630972	0.7512320049
1031	0.683222985	0.7514265466
1032	0.6831992877	0.7514508643
1033	0.6831606353	0.7515759269
1034	0.6830857796	0.7515875994
1035	0.6830555634	0.7518143794
1036	0.6829854285	0.7517347563
1037	0.6829466732	0.7516063587
1038	0.6829029593	0.7519481963
1039	0.6828612925	0.7519594519
1040	0.682818273	0.7517321161
1041	0.6827926664	0.7517237786
1042	0.6827433565	0.7516804235
1043	0.6827008656	0.7518505086
1044	0.6826647469	0.7517596298
1045	0.6826269893	0.7515803735
1046	0.6825588988	0.751578706
1047	0.6825211279	0.751615391
1048	0.682478496	0.7520389361
1049	0.6824414916	0.7523290812
1050	0.6824021531	0.7523582625
1051	0.6823346531	0.752303235
1052	0.6822969123	0.7524812406
1053	0.682261169	0.7521302318
1054	0.6822352845	0.7523281085
1055	0.6822012277	0.7530929354
1056	0.6821603702	0.7529278528
1057	0.682111663	0.7532830304
1058	0.6820574502	0.7532346729
1059	0.6820117445	0.7534898005
1060	0.6819499131	0.7533552888
1061	0.6819066482	0.7534086488
1062	0.6818736514	0.7535137013
1063	0.6818277004	0.7539639264
1064	0.6817939381	0.7539144572
1065	0.681763087	0.7539667056
1066	0.6817100394	0.7542034906
1067	0.6816569089	0.7544872436
1068	0.6815994786	0.7545906286
1069	0.6815630991	0.7544522261
1070	0.6815246585	0.7549574787
1071	0.6814705419	0.7546790062
1072	0.6814339561	0.7552013507
1073	0.6814028624	0.7553693513
1074	0.6813812301	0.7553893613
1075	0.6813326233	0.7557328664
1076	0.6813191225	0.755964649
1077	0.6812742428	0.7564232116
1078	0.6812551468	0.7563264966
1079	0.6812237624	0.7561402924
1080	0.6811841682	0.7558734923
1081	0.6811475169	0.7561864265
1082	0.6811160116	0.7566216442
1083	0.6810753323	0.7567166917
1084	0.6810433033	0.75649547
1085	0.6810096828	0.7568542605
1086	0.6809479431	0.7563121839
1087	0.6809055258	0.7565314602
1088	0.6808549049	0.7570082263
1089	0.6808088906	0.7570073926
1090	0.6807651904	0.7566844533
1091	0.6807379242	0.7566794508
1092	0.6806904052	0.7571901228
1093	0.6806658235	0.7572476516
1094	0.6805973709	0.7573610416
1095	0.6805614408	0.7575111167
1096	0.6805401418	0.7572359791
1097	0.6804830915	0.7574752654
1098	0.6804238271	0.7573852204
1099	0.6803840144	0.7573902229
1100	0.6803623504	0.7573468679
1101	0.6803125713	0.7576153354
1102	0.6802843042	0.7577779167
1103	0.6802472335	0.7578379468
1104	0.6802214458	0.7579018676
1105	0.680183474	0.7583170752
1106	0.6801317809	0.7581689456
1107	0.6800930674	0.7580010839
1108	0.6800357379	0.7579618976
1109	0.6799877054	0.7579919126
1110	0.6799642537	0.7581086377
1111	0.6799212989	0.7584604802
1112	0.6798636281	0.7585688678
1113	0.6798369372	0.7589974154
1114	0.6797951614	0.7589582291
1115	0.6797500014	0.7589348841
1116	0.6797325919	0.7587014341
1117	0.679696861	0.7588715191
1118	0.6796497843	0.7587948141
1119	0.6795848626	0.759065366
1120	0.6795264498	0.7593246623
1121	0.679486015	0.7591745873
1122	0.6794367522	0.7589150131
1123	0.6794247136	0.7591609694
1124	0.6793844077	0.7592018231
1125	0.6793285983	0.7592347563
1126	0.6792916778	0.7596116114
1127	0.6792367582	0.7594748763
1128	0.6791767719	0.7597477906
1129	0.6791493588	0.7596191151
1130	0.6790863179	0.7598650714
1131	0.6790345035	0.7597779445
1132	0.6790001428	0.759802957
1133	0.6789502484	0.759829637
1134	0.6789008885	0.7591726419
1135	0.6788664976	0.7594127619
1136	0.6788327246	0.7595736757
1137	0.6787725658	0.7594769607
1138	0.678739831	0.7599488633
1139	0.6787047872	0.7598863321
1140	0.6786714866	0.7597479295
1141	0.6786207518	0.7601581346
1142	0.6786041179	0.7605362403
1143	0.6785689494	0.7605762604
1144	0.6785301483	0.7603644878
1145	0.6784896441	0.7605276249
1146	0.6784517458	0.7604550887
1147	0.6784085188	0.760517203
1148	0.6783700416	0.7602762492
1149	0.6783282991	0.760473848
1150	0.6783108117	0.7605572231
1151	0.6782548936	0.7611150019
1152	0.6782189454	0.761258407
1153	0.6782128134	0.761198377
1154	0.6781799305	0.761141682
1155	0.6781527823	0.7611600245
1156	0.6781139689	0.7610608082
1157	0.6780736415	0.7610549719
1158	0.6780333384	0.7612667445
1159	0.6779860556	0.7612534045
1160	0.6779369104	0.7614560058
1161	0.6779290338	0.7611700295
1162	0.6778974664	0.7609382469
1163	0.6778781409	0.7609415819
1164	0.6778241372	0.7615785671
1165	0.6777840161	0.7615835696
1166	0.6777305058	0.7616369296
1167	0.6776667145	0.7617136346
1168	0.6776344931	0.7618186871
1169	0.6776056566	0.7617186371
1170	0.6775659231	0.7618495359
1171	0.6774996794	0.7618512034
1172	0.6774500762	0.7622188872
1173	0.6774114242	0.7621321772
1174	0.6773729035	0.7622714135
1175	0.677333651	0.7617077983
1176	0.6772844252	0.7617828359
1177	0.6772481349	0.7623542327
1178	0.6772061115	0.7622118003
1179	0.6771720877	0.762329637
1180	0.6771200451	0.7619450003
1181	0.6771002165	0.7620950753
1182	0.6770395689	0.7622322272
1183	0.6770008501	0.7618537046
1184	0.6769641987	0.7618573175
1185	0.676921281	0.7618273025
1186	0.6768850423	0.7617034906
1187	0.6768444265	0.7614400256
1188	0.6768403366	0.7614567006
1189	0.6767966391	0.7614300206
1190	0.6767542296	0.7615067256
1191	0.6766887338	0.7616017731
1192	0.6766671614	0.7616417931
1193	0.6766146656	0.7619210994
1194	0.6765726233	0.7618393919
1195	0.6765503566	0.7621708076
1196	0.676505899	0.7624075927
1197	0.6764879552	0.7623767439
1198	0.6764358223	0.7621683064
1199	0.6763569632	0.7624050914
1200	0.6763168553	0.762356317
1201	0.6762948381	0.7625551665
1202	0.6762721691	0.7626139459
1203	0.6762150095	0.7621470457
1204	0.676165245	0.7621753933
1205	0.676124806	0.7620315713
1206	0.6760853792	0.7620518593
1207	0.6760591576	0.7618581513
1208	0.6760350525	0.7618534267
1209	0.6760108972	0.7619709855
1210	0.6759772764	0.7621374576
1211	0.6759380973	0.7622903118
1212	0.6759013952	0.7621163359
1213	0.6758522178	0.7622947585
1214	0.6758249829	0.7626566061
1215	0.6757882508	0.7625290423
1216	0.6757552162	0.7629267411
1217	0.6757201183	0.7631143349
1218	0.6756753169	0.7631222556
1219	0.6756446918	0.7632473181
1220	0.6756189866	0.7631889556
1221	0.6755909528	0.7629988605
1222	0.6755611514	0.7630638931
1223	0.6755056912	0.7634165694
1224	0.6754693231	0.7636200044
1225	0.6754298826	0.763898477
1226	0.6753708408	0.7640418821
1227	0.6753399365	0.7637447891
1228	0.6753052036	0.7642442054
1229	0.6752620414	0.7640724529
1230	0.67524259	0.7639326608
1231	0.6751976835	0.7641825079
1232	0.6751635637	0.7644789061
1233	0.6751286799	0.7646435718
1234	0.6750944419	0.7648140737
1235	0.6750504478	0.7650479406
1236	0.6749960671	0.7649010616
1237	0.6749466634	0.7651239509
1238	0.6749217635	0.7649294091
1239	0.6748822328	0.7648351954
1240	0.6748393987	0.7647985104
1241	0.6747920654	0.7647590462
1242	0.6747362521	0.7646489912
1243	0.6747110731	0.7649758212
1244	0.6746756549	0.7651709188
1245	0.6746368686	0.7653535101
1246	0.6746022439	0.7659941082
1247	0.6745636308	0.7655147018
1248	0.6745292345	0.7656897893
1249	0.674493936	0.7664568395
1250	0.6744332024	0.7662867545
1251	0.6743768437	0.7664565616
1252	0.6743512128	0.7665966316
1253	0.6743018458	0.7664999166
1254	0.6742623479	0.7666791729
1255	0.6742354761	0.7666102496
1256	0.6741759161	0.7662557668
1257	0.6741558889	0.7664108443
1258	0.6741256791	0.7664025068
1259	0.6740989391	0.7663024568
1260	0.6740505228	0.7662078261
1261	0.6740112862	0.7661494636
1262	0.6739933225	0.7661994886
1263	0.6739520813	0.7661861486
1264	0.6739073111	0.7663341393
1265	0.673866276	0.7659884109
1266	0.6738246255	0.7662777222
1267	0.6737631911	0.7664628147
1268	0.6737410557	0.7666762548
1269	0.6737028926	0.7666570785
1270	0.6736501776	0.766622061
1271	0.6736200701	0.7667371186
1272	0.6735711465	0.7665457729
1273	0.6735298707	0.7667700517
1274	0.6735004559	0.7672361181
1275	0.67347148	0.7672961481
1276	0.673433358	0.7676875938
1277	0.6734205063	0.7677676338
1278	0.6733837274	0.7677818076
1279	0.6733378766	0.7675925463
1280	0.6733023259	0.7676075538
1281	0.673282304	0.7676181146
1282	0.6732553513	0.7675747596
1283	0.6732256889	0.7677114946
1284	0.6731920181	0.7680962704
1285	0.6731735627	0.7680962704
1286	0.6731181353	0.7682079929
1287	0.6730949053	0.7681171141
1288	0.6730652767	0.7680145628
1289	0.6730163147	0.7679478628
1290	0.6729893746	0.7681121116
1291	0.6729432027	0.7680795954
1292	0.6729017928	0.7681329554
1293	0.6728720453	0.768057362
1294	0.6728537153	0.7681582458
1295	0.6728071107	0.768027486
1296	0.6727611721	0.7684414429
1297	0.6727240853	0.7683022067
1298	0.672663226	0.7683327775
1299	0.6726297533	0.7687229726
1300	0.6725979261	0.7688221889
1301	0.6725705123	0.7691056639
1302	0.6725605249	0.7688797176
1303	0.6725276485	0.7688980601
1304	0.6724733984	0.7690131177
1305	0.6724394473	0.7688196876
1306	0.6723905205	0.7692660219
1307	0.6723660042	0.7692768607
1308	0.6723255587	0.7691934856
1309	0.6722995708	0.7692568506
1310	0.6722594508	0.7696020232
1311	0.6722067217	0.7695044745
1312	0.6721699862	0.7695544995
1313	0.6721161546	0.7696036907
1314	0.6720813574	0.7700322383
1315	0.6720410349	0.7700072258
1316	0.6720164198	0.7699421933
1317	0.671982801	0.7699872158
1318	0.6719424615	0.7701806459
1319	0.6719131916	0.7701606359
1320	0.6718746336	0.7700897671
1321	0.6718142239	0.7699897171
1322	0.6717602062	0.7701081096
1323	0.6717361627	0.7703836641
1324	0.6716878993	0.7704328553
1325	0.6716626768	0.7705212328
1326	0.6716360689	0.7705812629
1327	0.6715973414	0.7701843978
1328	0.6715532147	0.770253599
1329	0.6715095514	0.7702119115
1330	0.6714772455	0.7702019065
1331	0.6714460119	0.7704770441
1332	0.6714113404	0.7705654216
1333	0.6713583357	0.7705787616
1334	0.6713407593	0.7704787116
1335	0.6713075862	0.7702554055
1336	0.6712627453	0.7703679618
1337	0.6712269044	0.7703358624
1338	0.6711908473	0.771218387
1339	0.6711813541	0.7712133845
1340	0.6711340143	0.7714639264
1341	0.6710904154	0.771148352
1342	0.6710674857	0.771358457
1343	0.6710169121	0.7713326107
1344	0.6709831944	0.7712067145
1345	0.6709353856	0.7710187038
1346	0.6709029165	0.7711337613
1347	0.6708578364	0.7710770663
1348	0.6708250792	0.7713772164
1349	0.6707963341	0.7713726308
1350	0.6707629919	0.7714876883
1351	0.6707219905	0.7717469846
1352	0.6706901164	0.7715869046
1353	0.6706571209	0.7714468345
1354	0.6706077776	0.7718214663
1355	0.6705731309	0.7719765438
1356	0.6705154025	0.7716030237
1357	0.670492123	0.7714900506
1358	0.6704660238	0.7718285532
1359	0.6704534349	0.7716551331
1360	0.6704060292	0.7719019232
1361	0.6703645516	0.7718077094
1362	0.6703369893	0.772002807
1363	0.6703054634	0.7726277027
1364	0.6702816155	0.7726432661
1365	0.6702461787	0.7727816686
1366	0.6702158081	0.7731560225
1367	0.6701631088	0.7731564393
1368	0.6701278467	0.7733748819
1369	0.6700953524	0.7735678951
1370	0.6700451669	0.7734457507
1371	0.670014173	0.7734999444
1372	0.6699762809	0.7735218998
1373	0.6699407859	0.7736136124
1374	0.6699133436	0.7738770774
1375	0.6698925354	0.7740215941
1376	0.6698522679	0.7739023679
1377	0.669827639	0.7741191429
1378	0.6697861764	0.7739240454
1379	0.6697515218	0.7741105275
1380	0.6697145366	0.7744723751
1381	0.669692528	0.7744840476
1382	0.6696446126	0.7744557001
1383	0.6696108778	0.7745457451
1384	0.6695778805	0.7744640376
1385	0.6695333124	0.7740049191
1386	0.6695062497	0.7740299316
1387	0.6694793045	0.7741800067
1388	0.6694338777	0.7741399867
1389	0.669384018	0.7743909455
1390	0.6693372969	0.7748778556
1391	0.6693083138	0.7750279306
1392	0.6692656633	0.7749979156
1393	0.6692369653	0.7748044856
1394	0.6691942952	0.7749020344
1395	0.6691437492	0.7751755044
1396	0.6691179204	0.7752255294
1397	0.6690717715	0.7748836918
1398	0.6690212263	0.7752630482
1399	0.6689878169	0.7751029682
1400	0.6689609833	0.7752288644
1401	0.6689202277	0.7752897282
1402	0.6688615993	0.7752647157
1403	0.668812981	0.7752580457
1404	0.6687558014	0.775477322
1405	0.6687429216	0.775433967
1406	0.6686641795	0.775463982
1407	0.6686178859	0.7753497582
1408	0.6686038564	0.7755581958
1409	0.6685659515	0.7752255294
1410	0.6685311424	0.7754218776
1411	0.6684963412	0.7757145239
1412	0.6684545808	0.7763073203
1413	0.6684284841	0.7761405703
1414	0.6683966515	0.7763990328
1415	0.6683724773	0.7764240454
1416	0.6683412115	0.7766479073
1417	0.6683114376	0.7767754711
1418	0.6682608464	0.7769322161
1419	0.6682243528	0.7767921461
1420	0.6681828657	0.7770214274
1421	0.6681331788	0.7771848424
1422	0.6681115691	0.7773090712
1423	0.668069624	0.7771735868
1424	0.6680291787	0.7770105886
1425	0.668007757	0.7771373187
1426	0.6679631369	0.7773511756
1427	0.667900338	0.7775112556
1428	0.6678588092	0.7774679006
1429	0.6677893967	0.7775679506
1430	0.6677679139	0.7774237119
1431	0.6677428964	0.7771985993
1432	0.6677102608	0.7771935968
1433	0.6676852782	0.7773636818
1434	0.6676557836	0.7773578456
1435	0.6676320859	0.7772844756
1436	0.6675981789	0.7775329331
1437	0.6675500417	0.7775962981
1438	0.6675235996	0.7774237119
1439	0.6674838842	0.7776088044
1440	0.6674426335	0.7775654494
1441	0.6674082192	0.7776459063
1442	0.6673885838	0.7778985326
1443	0.6673586602	0.7781186427
1444	0.667315636	0.7779493914
1445	0.6672842526	0.7780827914
1446	0.667234466	0.7783334723
1447	0.6671983075	0.7783868323
1448	0.667167618	0.7786765605
1449	0.6671335791	0.7790400756
1450	0.6670969455	0.7789191818
1451	0.6670504111	0.7793898338
1452	0.6670048424	0.7786869824
1453	0.6669735149	0.7786369574
1454	0.6669387224	0.7788804124
1455	0.6669036873	0.7790271525
1456	0.6668725338	0.7789471124
1457	0.6668444736	0.7787920349
1458	0.6668004297	0.7788520649
1459	0.6667298021	0.7788562337
1460	0.6666956205	0.7785423267
1461	0.6666586311	0.7782305041
1462	0.6666155721	0.7781588016
1463	0.6665650366	0.778167556
1464	0.6664911893	0.778187566
1465	0.6664593266	0.778264271
1466	0.6664167542	0.7781492135
1467	0.6663920815	0.7783318048
1468	0.6663400019	0.7785385748
1469	0.6663047774	0.7788203824
1470	0.6662482291	0.7788270524
1471	0.666205023	0.7789671225
1472	0.6661743231	0.77909552
1473	0.6661321794	0.7794782113
1474	0.6661196306	0.7795182313
1475	0.6661095753	0.7795382413
1476	0.6660752122	0.7796449614
1477	0.6660310908	0.7799401089
1478	0.665986334	0.780273609
1479	0.6659515971	0.780333639
1480	0.6659166047	0.7803319715
1481	0.6658813557	0.780346979
1482	0.6658551032	0.7804745428
1483	0.6658225452	0.7803995053
1484	0.6657697115	0.7803177978
1485	0.665741375	0.7804303541
1486	0.6657100278	0.7805654216
1487	0.6656834096	0.7803728253
1488	0.6656484621	0.7806050247
1489	0.6656006737	0.7806283697
1490	0.6655599819	0.7806633872
1491	0.6655140817	0.7806100272
1492	0.6654849546	0.7811944861
1493	0.6654344936	0.7812973153
1494	0.6653895349	0.7814757379
1495	0.6653507469	0.7817291979
1496	0.665323833	0.7817804736
1497	0.6652934458	0.7821723362
1498	0.6652668137	0.7821740037
1499	0.6652235644	0.78244664
1500	0.6652008585	0.7820664499
1501	0.6651723525	0.7824416375
1502	0.6651433491	0.7826625813
1503	0.6651015733	0.7822348674
1504	0.6650646759	0.782576705
1505	0.6650196225	0.7827351176
1506	0.6649916638	0.7827801401
1507	0.6649351083	0.7828201601
1508	0.6649082197	0.7829985826
1509	0.6648619147	0.7829135401
1510	0.6648468877	0.7828551776
1511	0.6648217828	0.7829568951
1512	0.6648059322	0.7830019176
1513	0.6647823287	0.7831053027
1514	0.6647388177	0.7831003002
1515	0.6647005986	0.783270941
1516	0.6646602251	0.783187566
1517	0.6646218823	0.783070841
1518	0.6645750954	0.7832092435
1519	0.6645431132	0.7829007559
1520	0.6645028033	0.7831292035
1521	0.6644637493	0.783250931
1522	0.6644286887	0.7834743761
1523	0.6644055259	0.7838095437
1524	0.6643598376	0.7835835974
1525	0.6643256021	0.7837136624
1526	0.6642803771	0.7835577511
1527	0.664263726	0.7836944861
1528	0.6642142608	0.7840204825
1529	0.6641696893	0.7841872325
1530	0.6641231045	0.78429562
1531	0.6640883467	0.7845474126
1532	0.6640581958	0.7844040076
1533	0.6640301712	0.7844456951
1534	0.664014696	0.7846507976
1535	0.6639793955	0.7843801067
1536	0.663920486	0.7845185093
1537	0.6638898149	0.784379273
1538	0.6638441435	0.7839607304
1539	0.6638101869	0.7838756878
1540	0.6637773334	0.7839190429
1541	0.6637433604	0.7839023679
1542	0.6637247883	0.7838840253
1543	0.6636858243	0.7839307154
1544	0.6636307506	0.7840124229
1545	0.6635913718	0.7840774554
1546	0.6635560072	0.7842275304
1547	0.6635172972	0.784305903
1548	0.6634896172	0.784425963
1549	0.6634484421	0.784602718
1550	0.6634175955	0.784312573
1551	0.6633851809	0.7841458229
1552	0.663336392	0.7842892279
1553	0.6633064147	0.7842492079
1554	0.663260945	0.7844468067
1555	0.6632142288	0.7846177255
1556	0.6631929483	0.7848244956
1557	0.6631642939	0.7852397032
1558	0.6631314445	0.7851296482
1559	0.6630929502	0.7856282308
1560	0.6630660399	0.785674365
1561	0.6630274113	0.7860086988
1562	0.663025268	0.7859286588
1563	0.662997057	0.7858886388
1564	0.6629615197	0.7858869713
1565	0.6629184557	0.7859528375
1566	0.6628918071	0.7858727975
1567	0.6628548954	0.78571772
1568	0.6628198621	0.785641015
1569	0.6628042227	0.7857160525
1570	0.6627601376	0.7856260074
1571	0.6627287907	0.7856026624
1572	0.6626948154	0.7853358624
1573	0.6626315395	0.7855426324
1574	0.6626072713	0.78573773
1575	0.6625731161	0.7854798232
1576	0.6625400446	0.7855331833
1577	0.6625066298	0.78569771
1578	0.6624638438	0.7858536213
1579	0.6624381608	0.7857368962
1580	0.6624060899	0.7856735312
1581	0.6623688302	0.7859686788
1582	0.6623190936	0.7861420988
1583	0.6622903205	0.7864622589
1584	0.6622642917	0.7862679951
1585	0.6622333395	0.7861729476
1586	0.6622014366	0.7862855039
1587	0.6621711196	0.7866462398
1588	0.6621342471	0.786715719
1589	0.6620947271	0.786915819
1590	0.6620631364	0.7869764049
1591	0.6620278023	0.7868638486
1592	0.6620035163	0.7866103885
1593	0.6619754822	0.7867921461
1594	0.6619363482	0.7869997499
1595	0.6619125918	0.7871248124
1596	0.6618862835	0.7870564449
1597	0.6618523829	0.7867437886
1598	0.6618248995	0.7867462898
1599	0.6617829448	0.7864282141
1600	0.661763842	0.7864523929
1601	0.6617347503	0.7865391029
1602	0.6616853677	0.7866616642
1603	0.6616665466	0.7868104886
1604	0.6616265023	0.7866283142
1605	0.6615995308	0.7867929798
1606	0.6615761583	0.7865945473
1607	0.661552302	0.7865745373
1608	0.6615197703	0.7870247624
1609	0.6614966778	0.7872065199
1610	0.6614773509	0.7872065199
1611	0.6614604357	0.7870831249
1612	0.661442223	0.7872848924
1613	0.661408145	0.7873449225
1614	0.6613752723	0.7872748874
1615	0.6613456763	0.78747999
1616	0.6613058057	0.787610055
1617	0.6612842446	0.7876817575
1618	0.6612699974	0.787696765
1619	0.661245489	0.7876183925
1620	0.6612116525	0.7879802401
1621	0.66118304	0.7879952476
1622	0.6611464668	0.7880939081
1623	0.6611172696	0.7883190206
1624	0.6610708042	0.7882931744
1625	0.6610301164	0.7885316269
1626	0.6609973324	0.7883381969
1627	0.6609723404	0.7883848869
1628	0.6609429002	0.788334584
1629	0.6608962704	0.7884096215
1630	0.6608479479	0.7887572953
1631	0.6608112448	0.7887906453
1632	0.6607382182	0.7887197766
1633	0.6606951971	0.788598049
1634	0.660651384	0.7888581791
1635	0.6606210865	0.7888264966
1636	0.6605826018	0.7888948641
1637	0.6605527243	0.7891458229
1638	0.6604996351	0.7892592129
1639	0.6604685024	0.7890891279
1640	0.6604265904	0.7891024679
1641	0.6603962667	0.7892125229
1642	0.6603798345	0.7893542605
1643	0.6603450279	0.7891258129
1644	0.6602943528	0.7888306653
1645	0.6602687207	0.7889857429
1646	0.6602430571	0.7891841754
1647	0.6602044735	0.7889724029
1648	0.6601898041	0.7891725029
1649	0.660144829	0.789512673
1650	0.6601215272	0.7895476905
1651	0.6600838224	0.7897611306
1652	0.6600500626	0.7898261631
1653	0.6600100481	0.789596048
1654	0.6599676152	0.7894051192
1655	0.6599321043	0.7892467067
1656	0.659901499	0.7895501918
1657	0.6598706258	0.7895376855
1658	0.6598351317	0.7895376855
1659	0.6597981253	0.7896610805
1660	0.6597568693	0.7894151242
1661	0.6597202695	0.7893242455
1662	0.6596957775	0.7894801567
1663	0.6596630829	0.7895510255
1664	0.6596185736	0.7896310655
1665	0.6595769064	0.7901121394
1666	0.6595387104	0.7899637319
1667	0.659513755	0.7900829581
1668	0.659476335	0.7901063032
1669	0.65944098	0.7898269968
1670	0.6593960996	0.7896669168
1671	0.6593690319	0.7898386693
1672	0.6593367413	0.7895151743
1673	0.6593126234	0.789479323
1674	0.6592826417	0.7894543105
1675	0.6592543208	0.7899954144
1676	0.6592065488	0.790407287
1677	0.6591714955	0.7906632483
1678	0.6591528484	0.7903522595
1679	0.6591154817	0.7907224446
1680	0.659069698	0.7907241121
1681	0.6590370676	0.7909875771
1682	0.6590112213	0.7909984159
1683	0.65897544	0.791348591
1684	0.6589542887	0.7910967984
1685	0.6589098262	0.7906198933
1686	0.6588827349	0.7908083208
1687	0.6588625237	0.7908149908
1688	0.6588252489	0.790614057
1689	0.6588037099	0.7907224446
1690	0.6587783541	0.7908341671
1691	0.6587425834	0.7909367184
1692	0.658705576	0.7911101384
1693	0.658672769	0.791371936
1694	0.6586412448	0.7916259519
1695	0.6586123374	0.7916492969
1696	0.6585797325	0.7915475793
1697	0.6585587161	0.7913674893
1698	0.6585184944	0.7914108443
1699	0.6584932685	0.7914458618
1700	0.658449613	0.7914775443
1701	0.6584219069	0.7914883831
1702	0.6583897271	0.7913105164
1703	0.6583597141	0.7911821188
1704	0.6583300313	0.7909386638
1705	0.6582935157	0.7911320938
1706	0.658270302	0.7908797454
1707	0.6582425431	0.7908936413
1708	0.6582090608	0.7909803513
1709	0.6581546519	0.7911729476
1710	0.6581338763	0.7910845701
1711	0.6581095341	0.7909495025
1712	0.6580793849	0.7912012951
1713	0.6580427758	0.7912363126
1714	0.6580180466	0.7911512701
1715	0.6579943023	0.79089114
1716	0.6579003364	0.7907794175
1717	0.6578654444	0.79075107
