iter	QuerySoftMax	MAP:top=5
253	4.69335818	0.6224977767
254	4.693297211	0.622690095
255	4.693214624	0.6222482074
256	4.693170572	0.6221965149
257	4.693120367	0.62239328
258	4.693088751	0.62233325
259	4.693031439	0.6223682675
260	4.692976338	0.6227217776
261	4.692906785	0.6224816575
262	4.692856941	0.6227467901
263	4.692781606	0.6224716525
264	4.692717514	0.6223843866
265	4.692675726	0.6226345117
266	4.692623599	0.6227395642
267	4.692526061	0.6228258574
268	4.692466755	0.6230459674
269	4.69243394	0.6231927075
270	4.692378367	0.62313768
271	4.692320888	0.6230031683
272	4.692257057	0.623090712
273	4.692211667	0.6227155244
274	4.692153256	0.6225225113
275	4.692087173	0.6228476738
276	4.692047379	0.6231211439
277	4.692000182	0.623524679
278	4.691949786	0.6236564115
279	4.691895137	0.623481324
280	4.691847714	0.6231594964
281	4.691782037	0.6232362014
282	4.691722993	0.6232745539
283	4.69167463	0.623417959
284	4.69162574	0.6231770052
285	4.691542296	0.6229235451
286	4.691491813	0.6229052026
287	4.691443221	0.6234571452
288	4.691417244	0.6232220277
289	4.691365841	0.6233462565
290	4.69131899	0.6240916291
291	4.691251856	0.6238631816
292	4.69118802	0.6241916792
293	4.691145032	0.6246485743
294	4.691100014	0.6245518593
295	4.691046852	0.6252271969
296	4.691019528	0.6253189095
297	4.690966365	0.6256290645
298	4.690874976	0.6255798733
299	4.690820206	0.6258033183
300	4.69077372	0.6254448057
301	4.690722059	0.6257316158
302	4.690667944	0.6256265633
303	4.690625643	0.6255982158
304	4.690590358	0.6255615308
305	4.690539491	0.6256582458
306	4.690493719	0.6259339392
307	4.690445331	0.6257129954
308	4.690412125	0.6259725696
309	4.69037347	0.6259458896
310	4.690330657	0.6258008171
311	4.690280414	0.6262360347
312	4.690229703	0.6260426046
313	4.690154301	0.6261593297
314	4.690110203	0.626188233
315	4.6900574	0.626204908
316	4.690016082	0.6257855317
317	4.689979181	0.6255181758
318	4.689915702	0.6257388416
319	4.689848822	0.6261974043
320	4.689794563	0.6259022567
321	4.689729304	0.6260806792
322	4.689684728	0.6260523317
323	4.689651929	0.6261740593
324	4.689601373	0.6258222167
325	4.689559801	0.6262340893
326	4.689515689	0.6256287866
327	4.68943492	0.6256590795
328	4.689399309	0.6257424546
329	4.689328334	0.6256965983
330	4.689296931	0.6256132233
331	4.689250836	0.6257766383
332	4.689205241	0.6261584959
333	4.689167356	0.6259517259
334	4.689108342	0.6263148241
335	4.689076231	0.6264615641
336	4.689031568	0.6262164416
337	4.688997524	0.625921294
338	4.688963785	0.6258295815
339	4.688916767	0.6260085598
340	4.688855977	0.625834584
341	4.688802635	0.625937969
342	4.688762599	0.6260919349
343	4.688713066	0.6260202323
344	4.688672986	0.6262203324
345	4.688639248	0.6261653049
346	4.688603859	0.6257417598
347	4.688533329	0.6263437274
348	4.688509157	0.6264187649
349	4.688452824	0.626091379
350	4.688410782	0.6260986049
351	4.688362503	0.6263270524
352	4.688324538	0.626485465
353	4.688248826	0.626812295
354	4.688207061	0.6271674726
355	4.688148286	0.6270507476
356	4.688115756	0.6271224501
357	4.688072418	0.6276126952
358	4.688033958	0.6270624201
359	4.687998067	0.6272925352
360	4.687954994	0.6270646434
361	4.687926252	0.6268261909
362	4.687888769	0.6269479184
363	4.687826442	0.6270779834
364	4.687787836	0.627516536
365	4.68775035	0.6278000111
366	4.687697128	0.627667028
367	4.687669116	0.6277133011
368	4.687626107	0.627179701
369	4.68759711	0.627373131
370	4.68756323	0.6274948585
371	4.68752483	0.6275944917
372	4.687467059	0.627817103
373	4.687414894	0.627900478
374	4.687348219	0.6280534712
375	4.687311574	0.6280429103
376	4.68727648	0.6283063754
377	4.68721184	0.6282046579
378	4.6871699	0.6283430604
379	4.68714287	0.6284564504
380	4.687098051	0.6286798955
381	4.687050376	0.6284431104
382	4.687002835	0.628524818
383	4.686971986	0.6286832305
384	4.686925466	0.6284647879
385	4.686895385	0.6289239064
386	4.686871105	0.6292735257
387	4.686841597	0.6291089989
388	4.686815837	0.6291840365
389	4.68675241	0.6292044633
390	4.6867191	0.6289476683
391	4.686695292	0.6292111333
392	4.686662415	0.629709716
393	4.686620324	0.6297213885
394	4.686582708	0.6295721472
395	4.68655346	0.6297355622
396	4.686524405	0.6293687121
397	4.686489073	0.6292119671
398	4.686449427	0.6290635596
399	4.686407623	0.6289901895
400	4.686376637	0.628648352
401	4.686340459	0.628715052
402	4.686310023	0.6291511033
403	4.686291044	0.6295813184
404	4.68625986	0.6297247235
405	4.686216542	0.6295029459
406	4.686193471	0.6295796509
407	4.686145361	0.6295775666
408	4.686092346	0.6296367628
409	4.68604087	0.6297309766
410	4.686003537	0.6298093491
411	4.68597477	0.6295742316
412	4.6859467	0.629329109
413	4.685915725	0.6295658941
414	4.685861641	0.6296092491
415	4.685806515	0.6300394642
416	4.685769543	0.6298226891
417	4.685743459	0.6300694792
418	4.685708315	0.6305046968
419	4.685664007	0.6305096993
420	4.685626391	0.6306164193
421	4.685601001	0.6305997443
422	4.685554221	0.6305730643
423	4.685514261	0.6303396143
424	4.685486277	0.6302327553
425	4.685454842	0.6303228003
426	4.685412502	0.6305445778
427	4.685362527	0.6305112278
428	4.685323218	0.6305712579
429	4.685296257	0.6305712579
430	4.68526723	0.6305818187
431	4.685248317	0.6304200711
432	4.685207286	0.6303833861
433	4.685179482	0.6304801012
434	4.685155799	0.6306868712
435	4.685122044	0.6309236563
436	4.685086129	0.6310570563
437	4.685049705	0.6312338114
438	4.685020361	0.6308286087
439	4.684975814	0.6308836363
440	4.684946754	0.6305918237
441	4.684930003	0.6307352287
442	4.684906839	0.6309169863
443	4.68486457	0.6310170363
444	4.684815763	0.6308869713
445	4.684786589	0.6309003113
446	4.684755817	0.6308169362
447	4.684708392	0.6305979379
448	4.684660182	0.6307046579
449	4.684625112	0.6305362403
450	4.684590044	0.6306262854
451	4.684558363	0.6305245678
452	4.68451948	0.6302944528
453	4.684480976	0.6305045578
454	4.684454448	0.6308530654
455	4.684432299	0.6308113779
456	4.684405933	0.6308397254
457	4.684372319	0.6306346229
458	4.684351804	0.6308997554
459	4.684330548	0.631104858
460	4.684305385	0.631014813
461	4.684275293	0.631261603
462	4.684254023	0.631288283
463	4.684232201	0.631144878
464	4.684181699	0.6308780779
465	4.684158032	0.631154883
466	4.684131009	0.6311937913
467	4.684094449	0.6314789339
468	4.684052402	0.631645684
469	4.68403033	0.6314522539
470	4.684010081	0.6319374965
471	4.683997001	0.6316573565
472	4.683957197	0.6320936857
473	4.683937868	0.6319008115
474	4.683916238	0.6320692291
475	4.683884363	0.6320558891
476	4.683854912	0.631919154
477	4.683831701	0.6317440665
478	4.68381165	0.631669029
479	4.683784843	0.631649019
480	4.683752361	0.631979184
481	4.683732319	0.631915819
482	4.683709779	0.6321178645
483	4.683682924	0.6321312045
484	4.683656525	0.6320444945
485	4.68364026	0.6320836807
486	4.683593458	0.632089517
487	4.68355224	0.6321478795
488	4.683508825	0.6319402757
489	4.683488637	0.6319519482
490	4.683447353	0.6318602357
491	4.683422432	0.6321912345
492	4.68339313	0.631996137
493	4.683362574	0.6321778945
494	4.683328253	0.6323913346
495	4.683299936	0.6328015397
496	4.683279555	0.6326789784
497	4.683260721	0.6327856984
498	4.683235593	0.6327907009
499	4.683211196	0.6327290034
500	4.683186058	0.6328924184
501	4.683167488	0.633174226
502	4.683135606	0.6335961036
503	4.683104285	0.6337428436
504	4.68307653	0.6339045912
505	4.683038363	0.6336828136
506	4.683002874	0.6337845312
507	4.682975947	0.6337928687
508	4.682954986	0.6336411261
509	4.682922331	0.6335377411
510	4.68289782	0.6338262187
511	4.68287524	0.6339362737
512	4.682855441	0.6337711912
513	4.682828934	0.6338779112
514	4.682802417	0.6341813963
515	4.682771539	0.6340479962
516	4.682729719	0.6339045912
517	4.682711621	0.6340496637
518	4.682676376	0.6336377911
519	4.682644099	0.6335944361
520	4.682625858	0.6335927686
521	4.682602243	0.6343756601
522	4.682560056	0.63430896
523	4.682528486	0.6339662887
524	4.682497009	0.6340163137
525	4.682467457	0.6337786949
526	4.682446662	0.6338470624
527	4.682421115	0.6340938525
528	4.682399899	0.6338553999
529	4.682373753	0.6342472625
530	4.682355078	0.6343639875
531	4.682342562	0.634225585
532	4.682323101	0.6343206325
533	4.682291709	0.6343773276
534	4.682270344	0.6341372075
535	4.682247745	0.6338979212
536	4.6822257	0.6339095937
537	4.682199054	0.6338904174
538	4.682189945	0.6339737925
539	4.682163039	0.63428895
540	4.682136986	0.6340404925
541	4.682115292	0.6343956701
542	4.68209185	0.634152215
543	4.682069355	0.6343348063
544	4.682058256	0.6344665388
545	4.682045003	0.6345240676
546	4.682019157	0.6343706576
547	4.681989637	0.634192235
548	4.681968412	0.6341939025
549	4.681954685	0.6339704575
550	4.681929879	0.6345490801
551	4.681901329	0.6347491801
552	4.681873773	0.6345640876
553	4.681854632	0.6348225502
554	4.681843157	0.6347725252
555	4.681816296	0.6347008226
556	4.681797786	0.6349509477
557	4.681783283	0.6349242677
558	4.681756957	0.6348742427
559	4.6817349	0.6351176977
560	4.681708235	0.6349893002
561	4.681681092	0.6350593352
562	4.681651271	0.6353911678
563	4.68161993	0.6353428103
564	4.681592176	0.6355245678
565	4.681570496	0.6355379078
566	4.681540045	0.6357213329
567	4.681519333	0.6358664054
568	4.681501948	0.6361265355
569	4.681494006	0.6360064755
570	4.68147826	0.636308293
571	4.681447203	0.6360231505
572	4.681429327	0.6361732255
573	4.681407781	0.6360798455
574	4.681366592	0.636264938
575	4.681324185	0.6366217831
576	4.681312095	0.6367768607
577	4.681292484	0.6368869157
578	4.681275563	0.6369919682
579	4.681252511	0.6367818632
580	4.681229296	0.6367751932
581	4.681205303	0.6369369407
582	4.681181888	0.6367368406
583	4.681153847	0.6369669557
584	4.681139833	0.6371520482
585	4.681109777	0.6367768607
586	4.681087499	0.6364967206
587	4.681056884	0.6363099605
588	4.681007891	0.636211578
589	4.680986573	0.636331638
590	4.680959129	0.6364667056
591	4.680936181	0.6367952032
592	4.680918194	0.6367918682
593	4.680897706	0.6370386582
594	4.680882473	0.6370636707
595	4.680856079	0.6371170307
596	4.680838272	0.6373504808
597	4.6808236	0.6372487633
598	4.680798565	0.6371086932
599	4.680786957	0.6370219832
600	4.680768772	0.6371587182
601	4.680753906	0.6371803958
602	4.680729377	0.6372654383
603	4.680712082	0.6374838808
604	4.680697059	0.6376089434
605	4.680687788	0.6375972709
606	4.680649185	0.6376539659
607	4.680631512	0.6377656884
608	4.680610584	0.6379057584
609	4.680595584	0.6379057584
610	4.680583882	0.6379391084
611	4.6805349	0.6377823634
612	4.680493767	0.6379324384
613	4.680463263	0.6378228003
614	4.680452867	0.6378394753
615	4.68042322	0.6378628203
616	4.680398792	0.6380445778
617	4.680373629	0.6378978378
618	4.680356824	0.6379828803
619	4.680344853	0.6378027903
620	4.680332393	0.6378611528
621	4.680316187	0.6378244678
622	4.680299642	0.6379411928
623	4.680260473	0.6379912178
624	4.680233688	0.6378661553
625	4.680204204	0.6380579178
626	4.680180063	0.6378094603
627	4.680168399	0.6375743427
628	4.68015168	0.6376293702
629	4.680128481	0.6375693402
630	4.680083178	0.6374059252
631	4.680072457	0.6372008226
632	4.680057028	0.6370924351
633	4.680045572	0.6373242177
634	4.679997428	0.6371574676
635	4.679984501	0.6374542827
636	4.679968404	0.6374042577
637	4.6799547	0.6374009227
638	4.679939106	0.6372992052
639	4.679928901	0.6373842477
640	4.679911173	0.6373108777
641	4.679893703	0.6372825302
642	4.679881411	0.6373158802
643	4.679851847	0.6372808627
644	4.6798294	0.6373525652
645	4.679820747	0.6373258852
646	4.679809599	0.6374409427
647	4.679776688	0.6373308877
648	4.67976828	0.6371808126
649	4.679742493	0.6374209327
650	4.679707743	0.6373275527
651	4.679683269	0.6373725752
652	4.679661969	0.6372992052
653	4.679648418	0.6372291701
654	4.67962961	0.6372508476
655	4.67961281	0.6374676227
656	4.679597071	0.6374609527
657	4.679584664	0.6376282586
658	4.67957251	0.6377649936
659	4.679556992	0.6377458174
660	4.679537775	0.6376791173
661	4.679520805	0.6375718415
662	4.679511708	0.637556834
663	4.679500306	0.637700239
664	4.679482413	0.6377019065
665	4.679460542	0.6377786115
666	4.679444259	0.637746929
667	4.679428416	0.6379203491
668	4.679418629	0.6379553666
669	4.679400007	0.6381738091
670	4.679383436	0.6382488466
671	4.679346089	0.6381854816
672	4.679322216	0.6383919738
673	4.679296556	0.6382702462
674	4.679275644	0.6383252737
675	4.679259465	0.6383803013
676	4.679245585	0.6383719638
677	4.679232372	0.6382969262
678	4.679214286	0.6382302262
679	4.679197602	0.6381501862
680	4.679183934	0.6381952087
681	4.679171371	0.6381501862
682	4.679162066	0.6382102162
683	4.679149007	0.6383519538
684	4.679140052	0.6383269412
685	4.679122241	0.6384453338
686	4.679093009	0.6385131455
687	4.679072157	0.638561503
688	4.679041229	0.6384014229
689	4.679022896	0.6383714079
690	4.67898936	0.6382696904
691	4.678973589	0.6381362904
692	4.678951058	0.6382213329
693	4.678932535	0.6382963704
694	4.678918028	0.6383113779
695	4.678901403	0.638638208
696	4.678889207	0.638618198
697	4.678858843	0.6384564504
698	4.678844028	0.638541493
699	4.678832682	0.6385103663
700	4.678815507	0.6387271413
701	4.678801925	0.638788283
702	4.678787743	0.6389416931
703	4.678758269	0.638844978
704	4.678741056	0.6389783781
705	4.678713543	0.638738258
706	4.678700454	0.638634873
707	4.678690059	0.6387465955
708	4.67867095	0.6389850481
709	4.678660398	0.6390817631
710	4.678649365	0.6390434106
711	4.678633519	0.6390984381
712	4.678617789	0.6391634706
713	4.678599475	0.6393852482
714	4.678584631	0.6393802457
715	4.678561429	0.6396820633
716	4.678546719	0.6398971708
717	4.678514662	0.6397237508
718	4.678494676	0.6398796621
719	4.678479827	0.6396979045
720	4.678455699	0.6397846145
721	4.678420983	0.639746262
722	4.678410405	0.6399046746
723	4.678400311	0.6399963871
724	4.67838919	0.6399296871
725	4.678360995	0.639856317
726	4.678328933	0.6399580346
727	4.678313291	0.6399880496
728	4.678294138	0.6400247346
729	4.678267852	0.6398829971
730	4.678258177	0.6399213496
731	4.678250779	0.6400797621
732	4.678233456	0.6400414096
733	4.678220985	0.6401581346
734	4.678195729	0.6401114446
735	4.678183793	0.6400680896
736	4.678162719	0.6401848146
737	4.678154945	0.6401114446
738	4.67813861	0.6400647546
739	4.678117268	0.6401814796
740	4.678103009	0.6402548496
741	4.678075908	0.6402920905
742	4.678049545	0.640293758
743	4.678036746	0.6404021455
744	4.67802617	0.6404488355
745	4.677995685	0.6405433272
746	4.677983113	0.6406700573
747	4.677972596	0.6405816797
748	4.677952062	0.6405349897
749	4.677939001	0.6405349897
750	4.677927045	0.6406300372
751	4.677914289	0.6406433772
752	4.677897901	0.6405783447
753	4.677873697	0.6406767273
754	4.677863459	0.6403965872
755	4.677848707	0.6404866322
756	4.677835365	0.6403815797
757	4.677819131	0.6403248847
758	4.677802765	0.6404588405
759	4.677768566	0.6404921905
760	4.677754013	0.640440498
761	4.677742666	0.640480518
762	4.677722986	0.6406572731
763	4.677706675	0.6407706631
764	4.677697202	0.6406450447
765	4.677683915	0.6410152298
766	4.677670598	0.6410118948
767	4.677661207	0.6409035073
768	4.677650462	0.6406517147
769	4.677639686	0.6406767273
770	4.677606876	0.6406083597
771	4.677596529	0.6409435273
772	4.677586379	0.6409735423
773	4.677575668	0.6411152799
774	4.677535868	0.6411869824
775	4.677527758	0.6412003224
776	4.677505823	0.6410257907
777	4.677488397	0.6414743483
778	4.6774783	0.6413276082
779	4.67746437	0.6412492357
780	4.677453887	0.6414109833
781	4.677440928	0.6413692958
782	4.677431854	0.6411358457
783	4.677410033	0.6410407982
784	4.67739117	0.6412892557
785	4.677377867	0.6414009783
786	4.67734908	0.6412275582
787	4.677331622	0.6416044133
788	4.677294931	0.6413692958
789	4.677274983	0.6415060308
790	4.6772611	0.6414610083
791	4.677251456	0.6414460008
792	4.67723425	0.6415543883
793	4.677226918	0.6416477683
794	4.677219372	0.6417928409
795	4.677212377	0.6416927908
796	4.677197534	0.6415310433
797	4.677177613	0.6417061308
798	4.677166154	0.6416711133
799	4.677154513	0.6417161358
800	4.677147104	0.6418712134
801	4.677115507	0.6419540326
802	4.677104176	0.6418806626
803	4.677075559	0.641858985
804	4.677066641	0.6417972875
805	4.677056119	0.6420757601
806	4.677043302	0.6419723751
807	4.677027855	0.6424175977
808	4.677015065	0.6424592852
809	4.676996611	0.6424926352
810	4.676988828	0.6426176977
811	4.676949669	0.6425643377
812	4.676937574	0.6424692902
813	4.676926279	0.6423959202
814	4.676915541	0.6423075427
815	4.676903727	0.6422458451
816	4.676893711	0.6423008727
817	4.676883448	0.6423125452
818	4.676872564	0.6425426602
819	4.676862728	0.6425743427
820	4.676857062	0.6425943527
821	4.676841964	0.6425526652
822	4.676813295	0.6427911178
823	4.676800677	0.6427327553
824	4.676788611	0.6429228503
825	4.676781342	0.6426176977
826	4.676767172	0.6429578678
827	4.67676256	0.6429578678
828	4.676749569	0.6430429103
829	4.676735288	0.6433363904
830	4.676722989	0.643564838
831	4.676713988	0.643691568
832	4.676699669	0.6437866155
833	4.676672933	0.6436798955
834	4.676661823	0.6436432105
835	4.676653903	0.6437132455
836	4.676642671	0.6437399255
837	4.676637742	0.6437699405
838	4.676630169	0.6438299705
839	4.676622543	0.643828303
840	4.676612841	0.6439366906
841	4.676604573	0.6439266856
842	4.676594904	0.6437799455
843	4.676577226	0.6439350231
844	4.676553848	0.6438099605
845	4.676534594	0.6437399255
846	4.676511809	0.6434347729
847	4.676491111	0.6434347729
848	4.67645975	0.6435831805
849	4.676433414	0.643561503
850	4.676411507	0.6439567006
851	4.676403075	0.6439466956
852	4.676383534	0.6439867156
853	4.676360197	0.6441968206
854	4.676350788	0.6442318381
855	4.676330568	0.6441417931
856	4.676321569	0.6442251681
857	4.676301807	0.6443402257
858	4.676283957	0.6443318882
859	4.67627047	0.6443852482
860	4.676263119	0.6443485632
861	4.676250603	0.6443619032
862	4.67623733	0.6443385582
863	4.67622666	0.6444736257
864	4.676208934	0.6445053082
865	4.676195871	0.6442551831
866	4.676186567	0.6441818131
867	4.676176418	0.6442885332
868	4.676159498	0.6443552332
869	4.676148735	0.6446553832
870	4.676136667	0.6447337558
871	4.67612058	0.6445870157
872	4.676104286	0.6445936857
873	4.676098078	0.6446036907
874	4.6760866	0.6446603857
875	4.676077609	0.6446870658
876	4.676067382	0.6449555333
877	4.676052004	0.6451356234
878	4.676036615	0.6448354733
879	4.676005568	0.6446370407
880	4.675995404	0.6445003057
881	4.675981958	0.6444702907
882	4.675970592	0.6442385081
883	4.675959967	0.6446103607
884	4.675944559	0.6446253682
885	4.675933166	0.6445053082
886	4.675922623	0.6443418932
887	4.675908937	0.6444197099
888	4.675888053	0.6444147074
889	4.675878198	0.6447098549
890	4.675866013	0.6445497749
891	4.675859538	0.6446948474
892	4.675846533	0.6448087933
893	4.675834013	0.6444953032
894	4.67582172	0.6447420933
895	4.675811872	0.6449138458
896	4.675803244	0.6446770608
897	4.675791589	0.6448871658
898	4.675778902	0.6447420933
899	4.675768119	0.6448421433
900	4.675748416	0.6447904508
901	4.675737257	0.6446653882
902	4.675706973	0.6446537157
903	4.675700211	0.6446570507
904	4.675690266	0.6446770608
905	4.675680457	0.6444736257
906	4.675668845	0.6444119282
907	4.675662725	0.6444552832
908	4.675648232	0.6442585181
909	4.675637953	0.6444602857
910	4.675613365	0.6442668557
911	4.675600359	0.6442751932
912	4.675587653	0.6444719582
913	4.675578164	0.6445169807
914	4.675556417	0.6447470958
915	4.67554826	0.6447587683
916	4.675539959	0.6447070758
917	4.675529623	0.6447787783
918	4.675514115	0.6448930021
919	4.675496314	0.6448679896
920	4.675485456	0.6448379745
921	4.675476014	0.6449580346
922	4.675467977	0.6452565171
923	4.67545596	0.6450464121
924	4.675421794	0.6451981546
925	4.675408799	0.6451047746
926	4.67539798	0.6451764771
927	4.675386182	0.6452982047
928	4.675375073	0.6453348897
929	4.67536535	0.6454049247
930	4.675353733	0.6455416597
931	4.675346845	0.6455616697
932	4.675337054	0.6456583847
933	4.675316907	0.6455433272
934	4.675307084	0.6455433272
935	4.675289325	0.6455591685
936	4.675271502	0.6454157634
