iter	QuerySoftMax	MAP:top=5
142	4.669175526	0.6360944361
143	4.669080139	0.6368150742
144	4.669012262	0.6370301818
145	4.668944505	0.6369734867
146	4.668860205	0.6372552943
147	4.668810585	0.6374120394
148	4.66869388	0.6380631983
149	4.66862174	0.6378380857
150	4.66857943	0.6376129732
151	4.668532216	0.6374745706
152	4.668461093	0.6368075705
153	4.66842626	0.637132733
154	4.668354461	0.6371510755
155	4.668279827	0.6369142905
156	4.668236884	0.6365274304
157	4.66817523	0.6373011506
158	4.668103343	0.6374117614
159	4.667948322	0.637686899
160	4.66778276	0.637486799
161	4.667723725	0.6380604191
162	4.667677895	0.6385064755
163	4.667546398	0.6385840142
164	4.667469551	0.6389208493
165	4.667419215	0.6381957645
166	4.66736069	0.6390239564
167	4.667305304	0.6390848202
168	4.667233556	0.6392479573
169	4.667155987	0.6393849703
170	4.667027842	0.6391098327
171	4.666985794	0.6392332277
172	4.666948632	0.6390759269
173	4.666883505	0.638778278
174	4.666837534	0.6393310544
175	4.666763835	0.6406250347
176	4.666689073	0.6408918348
177	4.66659759	0.640847646
178	4.666562071	0.6407359235
179	4.666518954	0.6408910011
180	4.666400321	0.6413403924
181	4.666319631	0.6414926908
182	4.666245587	0.6416577733
183	4.666203596	0.6414801845
184	4.666113118	0.6415718971
185	4.666063617	0.6420321272
186	4.666007271	0.6422689122
187	4.665969516	0.6426741148
188	4.665924704	0.6426074148
189	4.665892919	0.6426724473
190	4.665848019	0.6426024123
191	4.665797415	0.6425890723
192	4.665754702	0.6427449836
193	4.665696782	0.6433269412
194	4.665618955	0.6435995776
195	4.665536364	0.64336446
196	4.665510457	0.6434361625
197	4.665477393	0.6438947251
198	4.665450279	0.6441215052
199	4.665412905	0.6438180201
200	4.665356581	0.6440131177
201	4.665255775	0.6441481852
202	4.665221413	0.6443744094
203	4.665150355	0.6446709466
204	4.665072517	0.6446892891
205	4.665000875	0.6443621811
206	4.66493115	0.6450216775
207	4.664876221	0.6447432049
208	4.6648053	0.644976655
209	4.664779421	0.6451017175
210	4.664740707	0.6446915124
211	4.664702984	0.6450725363
212	4.664635885	0.6447723862
213	4.664609189	0.6450814296
214	4.664499758	0.6457550998
215	4.664437737	0.6458918348
216	4.66439196	0.6462720249
217	4.664294495	0.646845645
218	4.664184541	0.6470957701
219	4.664139022	0.6470740926
220	4.664101271	0.6471374576
221	4.664061989	0.6473542327
222	4.664025372	0.6475676727
223	4.663983587	0.6471641376
224	4.663924896	0.646752265
225	4.663876591	0.6472691902
226	4.663844276	0.6476693903
227	4.663818959	0.6475359902
228	4.663749312	0.6470657551
229	4.663707595	0.6468990051
230	4.663625928	0.6469729309
231	4.663541748	0.6473150464
232	4.663510152	0.6481437941
233	4.663458295	0.6479320216
234	4.663414619	0.6480437441
235	4.663364016	0.6485173142
236	4.66331912	0.6490492468
237	4.663286346	0.649032016
238	4.66319725	0.6491337335
239	4.663164178	0.6493721861
240	4.66314142	0.6493338336
241	4.663003917	0.649092046
242	4.662943557	0.6490837085
243	4.662906045	0.6489564227
244	4.662863984	0.648958646
245	4.662821093	0.6492682452
246	4.66272041	0.6495875716
247	4.662663781	0.6501514646
248	4.662626243	0.6500414096
249	4.662520853	0.6506756156
250	4.662485826	0.6505855706
251	4.662448066	0.6503329442
252	4.662376515	0.6499922183
253	4.662341568	0.6496954033
254	4.662291434	0.6499038408
255	4.662227614	0.6504302151
256	4.66208607	0.6504996943
257	4.661990553	0.6502879217
258	4.661942006	0.6507664944
259	4.66189724	0.6509082319
260	4.661809863	0.6511700295
261	4.661766437	0.651448502
262	4.661726238	0.651505197
263	4.661684361	0.651378467
264	4.661617821	0.6518234117
265	4.661529236	0.6522124951
266	4.661487333	0.6523092102
267	4.661442293	0.6525193152
268	4.661413108	0.6523584014
269	4.661342704	0.6524125952
270	4.661335336	0.6525059752
271	4.661303357	0.652653549
272	4.661231048	0.6529356345
273	4.66119081	0.6524545606
274	4.661156813	0.6525754544
275	4.661111642	0.6525904619
276	4.661044927	0.6523319993
277	4.660987729	0.6532174421
278	4.660942226	0.6534358846
279	4.660906412	0.6534192096
280	4.660874879	0.6534442221
281	4.660785108	0.653100717
282	4.660752114	0.653094047
283	4.660698165	0.6533625146
284	4.660662136	0.6532758046
285	4.66060222	0.6532541271
286	4.660524221	0.652873937
287	4.66047329	0.6528789395
288	4.660419301	0.6533741871
289	4.660398451	0.6535392696
290	4.660327786	0.6535804013
291	4.660278742	0.6539522539
292	4.660208233	0.6534486688
293	4.660135659	0.6539489189
294	4.660081419	0.6538221889
295	4.660041254	0.654282419
296	4.660022528	0.6540456339
297	4.659995742	0.6540623089
298	4.659917091	0.6539589239
299	4.659871719	0.6539772664
300	4.659817902	0.654255739
301	4.659774132	0.6546017453
302	4.659710798	0.6543799678
303	4.659681767	0.6542782502
304	4.659652769	0.6543182702
305	4.659619444	0.6545542216
306	4.659582032	0.6543385582
307	4.659529807	0.6543619032
308	4.659495898	0.6544869657
309	4.659462272	0.6542134956
310	4.659371877	0.6541648602
311	4.659325574	0.6545408816
312	4.659268057	0.6544875215
313	4.65922661	0.6548735479
314	4.659143155	0.6553819966
315	4.65910136	0.6557366183
316	4.659092761	0.6557399533
317	4.659043429	0.65600453
318	4.65900351	0.6559653438
319	4.658972814	0.6558294425
320	4.658937926	0.6559428325
321	4.658906265	0.655807765
322	4.658878902	0.6553775499
323	4.658847296	0.6553158524
324	4.65882322	0.6549490023
325	4.658794455	0.6552096882
326	4.65875774	0.6553280807
327	4.658707692	0.6552930632
328	4.658655688	0.6556426825
329	4.658602758	0.6555893224
330	4.658566298	0.655707715
331	4.658518711	0.6558302762
332	4.658492162	0.6560086988
333	4.658460791	0.6559936913
334	4.65842031	0.6562221388
335	4.658377898	0.6565781502
336	4.65833012	0.6563613751
337	4.658277127	0.6568182702
338	4.658235829	0.656802429
339	4.658196184	0.6566998777
340	4.658150193	0.6566031627
341	4.658104142	0.6566598577
342	4.658064714	0.6567632427
343	4.658023428	0.6564530877
344	4.657934724	0.6564530877
345	4.65790497	0.6568916403
346	4.657813464	0.6573168529
347	4.657730021	0.657823773
348	4.657697318	0.657717053
349	4.657641025	0.6584440832
350	4.657568445	0.6585924907
351	4.657527903	0.6584440832
352	4.657500126	0.6581639431
353	4.657455389	0.6581355956
354	4.657414381	0.6587125507
355	4.657366093	0.6585979101
356	4.657338435	0.6586095826
357	4.657295526	0.6578425324
358	4.657250469	0.6579075649
359	4.657220666	0.6581243399
360	4.657164257	0.6582794175
361	4.657115943	0.6585879051
362	4.657090027	0.6580909899
363	4.657074964	0.6581043299
364	4.65703484	0.6583327775
365	4.657006056	0.65836446
366	4.65697393	0.658274415
367	4.65693385	0.658294425
368	4.656859695	0.6585741482
369	4.656829267	0.6582039631
370	4.656805602	0.6580488856
371	4.656773685	0.6581372631
372	4.656732325	0.6584624257
373	4.656689951	0.6584440832
374	4.65665739	0.6589093158
375	4.65657311	0.6589326608
376	4.656532055	0.6588943083
377	4.656490309	0.6589009783
378	4.656472735	0.6588042632
379	4.656447421	0.6582406481
380	4.656418195	0.6581722806
381	4.656356532	0.6585141182
382	4.656329335	0.6584624257
383	4.656287053	0.6587258907
384	4.656258609	0.6583457006
385	4.656214569	0.6586074982
386	4.656187416	0.6585808182
387	4.656152438	0.6593595409
388	4.656128008	0.6590693958
389	4.656075192	0.6585608082
390	4.655989896	0.6593878884
391	4.655945271	0.6592077983
392	4.655910739	0.6591294258
393	4.655873027	0.6587492357
394	4.655834813	0.6591027458
395	4.655812416	0.6591461008
396	4.655771508	0.6592211383
397	4.65574516	0.6591310933
398	4.655694787	0.6594279084
399	4.655669796	0.6594846034
400	4.655634031	0.6592644934
401	4.655608822	0.6589510033
402	4.655583329	0.6588859708
403	4.655553992	0.6590543883
404	4.655523331	0.6589760158
405	4.655474939	0.6593887221
406	4.655436686	0.6592936746
407	4.655412373	0.6592586571
408	4.655381633	0.6590618921
409	4.655307219	0.6594037296
410	4.655287875	0.6595154522
411	4.65526296	0.6597989272
412	4.655203743	0.6596638597
413	4.655162352	0.6598839698
414	4.655148527	0.6597422322
415	4.655115275	0.6600123673
416	4.65508049	0.6599189873
417	4.655037602	0.6599373298
418	4.654998152	0.6597038797
419	4.654969724	0.6596180034
420	4.654902397	0.6597413985
421	4.6548701	0.6596546885
422	4.654835965	0.6593195209
423	4.654797588	0.6596480185
424	4.654766141	0.6594112334
425	4.65471901	0.6596029959
426	4.654677722	0.6592311433
427	4.654636469	0.6595979934
428	4.654610931	0.6595479684
429	4.654565341	0.6596263409
430	4.654540573	0.6599981935
431	4.654502671	0.6604817687
432	4.654485162	0.6603316936
433	4.654447401	0.6606824245
434	4.654408695	0.6610592796
435	4.654386114	0.6607424546
436	4.654339593	0.6608758546
437	4.654316273	0.6607491246
438	4.654285052	0.6602271969
439	4.654245818	0.6602722194
440	4.654214659	0.660387277
441	4.654185086	0.6605790395
442	4.654111763	0.6610459396
443	4.654084696	0.6611226447
444	4.654058227	0.6611793397
445	4.654021085	0.6615311823
446	4.653986004	0.6618496748
447	4.653951562	0.6617996498
448	4.653891987	0.6609742371
449	4.653841878	0.6615211773
450	4.653817494	0.6615495248
451	4.653782304	0.6611293147
452	4.653740199	0.6610959646
453	4.653689265	0.6610576121
454	4.653664212	0.6611376522
455	4.653637052	0.6612460397
456	4.653599451	0.6615566116
457	4.653561662	0.6614239064
458	4.653541613	0.661799094
459	4.653518294	0.6612805014
460	4.653487182	0.6611487688
461	4.653467708	0.6610620588
462	4.653430829	0.6611621088
463	4.653381028	0.6611254238
464	4.653354076	0.6611658607
465	4.653331911	0.6613659608
466	4.653286931	0.6617394809
467	4.653251469	0.6615760658
468	4.653227124	0.6618912234
469	4.653210894	0.6616394308
470	4.653181753	0.6622593241
471	4.653158845	0.661809099
472	4.653117992	0.6618507865
473	4.653090732	0.6619074815
474	4.653048623	0.662323106
475	4.653015316	0.6623614585
476	4.652988082	0.6622247235
477	4.652963847	0.6623981435
478	4.652925122	0.662413151
479	4.652894527	0.6625598911
480	4.652851111	0.6628233561
481	4.652817752	0.6633336113
482	4.652782396	0.662466511
483	4.652765859	0.662369796
484	4.652740002	0.6626165861
485	4.652718422	0.6626115836
486	4.652688027	0.6626132511
487	4.652656915	0.6626082486
488	4.652631149	0.662296426
489	4.652605	0.662443166
490	4.652571693	0.662166361
491	4.652528854	0.6620846534
492	4.65249464	0.662426491
493	4.652472909	0.6627133011
494	4.652449947	0.6627879217
495	4.652434536	0.6629563393
496	4.65240853	0.6633598744
497	4.652386844	0.6633565394
498	4.652353458	0.6633598744
499	4.652327021	0.663831777
500	4.652290161	0.6636772553
501	4.652239205	0.6636604413
502	4.652206257	0.6634461675
503	4.652171813	0.66335779
504	4.652142689	0.66336446
505	4.652107445	0.6640114502
506	4.652083659	0.6641115002
507	4.652039241	0.6644222111
508	4.652008834	0.6645055861
509	4.651980307	0.6644038686
510	4.651963255	0.6644472236
511	4.651919088	0.664649547
512	4.651884864	0.6645244845
513	4.65185981	0.664556167
514	4.651832044	0.664776277
515	4.651803382	0.664656217
516	4.651760326	0.664689567
517	4.651731354	0.6646712245
518	4.65169759	0.6642076594
519	4.65166371	0.6643288311
520	4.651617828	0.6645456061
521	4.651600311	0.6646056362
522	4.651554807	0.6649041187
523	4.65153494	0.6650241788
524	4.651512502	0.6651242288
525	4.651490973	0.6651875938
526	4.651458361	0.6652542938
527	4.651451976	0.6651892613
528	4.65142731	0.6653793563
529	4.651403694	0.6656628314
530	4.65137157	0.6653593463
531	4.651345609	0.6652142738
532	4.651312498	0.6650391863
533	4.651276173	0.6646389862
534	4.651235458	0.6646823412
535	4.651209485	0.6649724862
536	4.65119077	0.6648640987
537	4.65115789	0.6649408037
538	4.651138073	0.6649524762
539	4.651107717	0.6652709688
540	4.651076406	0.6648340837
541	4.651052268	0.6648224112
542	4.651029185	0.6650842088
543	4.651002121	0.6652409538
544	4.650979196	0.6651158913
545	4.650963088	0.6651609138
546	4.650930966	0.6658696015
547	4.650908353	0.6663498416
548	4.650875444	0.6666816742
549	4.650833627	0.666138069
550	4.650808374	0.6665199266
551	4.650790007	0.6667578234
552	4.650770639	0.6665143683
553	4.650749043	0.6664126508
554	4.650706576	0.6664076483
555	4.650680675	0.6663142682
556	4.650655209	0.6661508532
557	4.650619464	0.6667294758
558	4.650599757	0.6671213384
559	4.650572593	0.6669929409
560	4.650545298	0.6670146184
561	4.650515183	0.6667644934
562	4.650485208	0.6669162359
563	4.65043381	0.6666461008
564	4.650418706	0.6668495359
565	4.650398347	0.6668445334
566	4.650353704	0.6669629259
567	4.650331347	0.6662842532
568	4.65030588	0.6665994108
569	4.650285811	0.6669562559
570	4.650269854	0.6671263409
571	4.650228581	0.6671280084
572	4.650196655	0.667179701
573	4.650175205	0.667259741
574	4.650157518	0.6672247235
575	4.650128164	0.6675999111
576	4.650099232	0.6677466511
577	4.650071512	0.6677066311
578	4.650017684	0.6673181035
579	4.649986924	0.667203046
580	4.649961756	0.6672313935
581	4.649941051	0.6676099161
582	4.649915206	0.6676232561
583	4.649894317	0.6678983936
584	4.649866582	0.6676199211
585	4.649830891	0.6680680618
586	4.649810421	0.6679346618
587	4.649787409	0.6677262242
588	4.649771167	0.6678179367
589	4.649738713	0.6680730643
590	4.649716901	0.6681347618
591	4.649704466	0.6684816019
592	4.649681419	0.6683298594
593	4.649663716	0.6682735812
594	4.649632959	0.6687704964
595	4.649610356	0.6689839364
596	4.649595223	0.6689222389
597	4.649566369	0.6686370963
598	4.649539745	0.6686054138
599	4.649502176	0.6684186538
600	4.649474882	0.669252404
601	4.649445772	0.6688922239
602	4.649406944	0.669355789
603	4.649375591	0.6696059141
604	4.649348146	0.6695458841
605	4.649308766	0.6696692791
606	4.649290045	0.6693107665
607	4.649258285	0.6692607415
608	4.649223245	0.669442499
609	4.649206933	0.669305764
610	4.649163056	0.6698117114
611	4.649153832	0.6698717414
612	4.649132172	0.6698650714
613	4.649105016	0.6697366739
614	4.649066145	0.6698742427
615	4.649046699	0.670236924
616	4.649011377	0.6699467789
617	4.648989371	0.6699234339
618	4.648976469	0.669973459
619	4.648951998	0.6698984214
620	4.648925904	0.6700518315
621	4.648906783	0.6697716914
622	4.648881297	0.6700484965
623	4.648863198	0.6701852315
624	4.648839066	0.6699367739
625	4.648817289	0.670030154
626	4.648781669	0.6701552165
627	4.648758057	0.6703686566
628	4.648734381	0.6701952365
629	4.648712361	0.6701552165
630	4.64868906	0.670340309
631	4.648665134	0.6701777278
632	4.648643165	0.6702994553
633	4.648621798	0.6702494303
634	4.648581795	0.6703644878
635	4.648557115	0.6710631705
636	4.648526086	0.6709264354
637	4.64851424	0.6709956367
638	4.648487548	0.6711840643
639	4.648468782	0.6713983381
640	4.648446586	0.6712040743
641	4.648428595	0.6714125118
642	4.64839842	0.6715225668
643	4.648373977	0.6713441443
644	4.648354509	0.6711390417
645	4.648338945	0.6713207993
646	4.64832393	0.6710264855
647	4.648284243	0.6713741593
648	4.648261118	0.6717209994
649	4.648218616	0.6719227669
650	4.648205323	0.6716709744
651	4.648181613	0.6717760269
652	4.648163184	0.6718677394
653	4.648144507	0.6719978045
654	4.648121624	0.6717726919
655	4.64810501	0.6717159969
656	4.64806096	0.6716226169
657	4.648043999	0.6719160969
658	4.648020701	0.6722879495
659	4.647992587	0.6718510644
660	4.647958589	0.6717643544
661	4.64792047	0.6719919682
662	4.64791087	0.6722170808
663	4.647888623	0.6719569507
664	4.647861267	0.6720686732
665	4.647833482	0.6719269357
666	4.64780319	0.6720620032
667	4.64778806	0.6723960591
668	4.647774552	0.6720642266
669	4.647742465	0.6721259241
670	4.64771885	0.671925824
671	4.647695853	0.672015869
672	4.647663555	0.6722543216
673	4.647644561	0.6724694292
674	4.647619184	0.6725728142
675	4.647599691	0.6728729643
676	4.647572299	0.6730763993
677	4.647543836	0.6730180368
678	4.647530788	0.6728612918
679	4.647514552	0.6730280418
680	4.647471663	0.6733498694
681	4.6474553	0.6731114168
682	4.647434694	0.6734182369
683	4.647410631	0.6735483019
684	4.647388833	0.6734690957
685	4.647369495	0.6731039131
686	4.64734949	0.6731222556
687	4.647328372	0.6730155355
688	4.647314566	0.673023873
689	4.64727565	0.6734624257
690	4.647245545	0.6734824357
691	4.647217725	0.6733507031
692	4.647181008	0.6734690957
693	4.64716683	0.6733640431
694	4.647145883	0.6739398866
695	4.647125853	0.6740743983
696	4.647098446	0.6739510033
697	4.647081668	0.6739793508
698	4.647044218	0.6739906064
699	4.647026493	0.674209049
700	4.646997017	0.6742107165
701	4.64696514	0.674205714
702	4.646947353	0.6743974765
703	4.646928231	0.6744541715
704	4.646894816	0.6748885554
705	4.646878196	0.6750586404
706	4.646856558	0.6750950475
707	4.646824956	0.6751817575
708	4.646807009	0.6753318326
709	4.64679183	0.675143405
710	4.64677309	0.6751784225
711	4.646761158	0.6750983825
712	4.646737634	0.6752267801
713	4.646724106	0.67483325
714	4.646706531	0.6751256184
715	4.646679586	0.6750906009
716	4.646660473	0.674849925
717	4.646643978	0.6747206937
718	4.646629845	0.6747340337
719	4.646604039	0.6746987383
720	4.646581494	0.6745664499
721	4.646537102	0.6746815074
722	4.646507739	0.6749658162
723	4.646482369	0.6748015675
724	4.646458919	0.6759796565
725	4.646438857	0.6760296815
726	4.646418531	0.6759696515
727	4.646403907	0.6757195264
728	4.646377271	0.6757512089
729	4.646362798	0.6755844589
730	4.646342779	0.675817909
731	4.646316906	0.6756878439
732	4.646288701	0.6757161914
733	4.646260416	0.6762547941
734	4.64623371	0.6763965316
735	4.646213254	0.6761764215
736	4.646208297	0.6762764716
737	4.646178432	0.676011339
738	4.646165587	0.6761197265
739	4.64613836	0.676098049
740	4.64610967	0.6760830415
741	4.646082506	0.6760130065
742	4.64605076	0.675821244
743	4.646026851	0.6761330665
744	4.646001943	0.676124729
745	4.645971255	0.6762848091
746	4.645954752	0.6762831416
747	4.64593917	0.6763331666
748	4.645920032	0.676191429
749	4.64589808	0.6766283142
750	4.645874296	0.6767700517
751	4.645840152	0.6768234117
752	4.645822338	0.67668223
753	4.645797174	0.6767505975
754	4.645763308	0.6767305875
755	4.64572425	0.676665555
756	4.645705486	0.6767405925
757	4.645691033	0.6768606525
758	4.645665919	0.6770707576
759	4.645644226	0.676778945
760	4.645619771	0.67676894
761	4.645601399	0.6763570674
762	4.645584339	0.6763920849
763	4.645558179	0.6762620199
764	4.645540808	0.6766171975
765	4.645509028	0.6769173476
766	4.645484878	0.6772958702
767	4.645455556	0.6774359402
768	4.645432351	0.6775443277
769	4.64541998	0.6775109777
770	4.645399032	0.6777227503
771	4.645382165	0.6779678728
772	4.645368372	0.6780695904
773	4.645351522	0.678854983
774	4.645331457	0.6787099105
775	4.645311664	0.6785264855
776	4.645294327	0.6784614529
777	4.645281271	0.6783864154
778	4.64525536	0.6780820966
779	4.645230088	0.677803624
780	4.64520824	0.6780223445
781	4.645188039	0.6777547107
782	4.645169	0.6777847257
783	4.645154443	0.6776163082
784	4.645127592	0.6779364682
785	4.645110932	0.6781415708
786	4.645089675	0.6781165583
787	4.645049814	0.6781265633
788	4.645028032	0.6781165583
789	4.644996313	0.6782549608
790	4.644976993	0.6785250959
791	4.644958096	0.6786251459
792	4.64493713	0.6786001334
793	4.644911864	0.6785217609
794	4.64490039	0.6787585459
795	4.644883471	0.6784600634
796	4.644868681	0.6786018009
797	4.64484563	0.6788936135
798	4.644822634	0.6792204436
799	4.644795004	0.6794138736
800	4.644774123	0.6793788561
801	4.644757145	0.6794822411
802	4.644725929	0.6794522261
803	4.644701229	0.6794288811
804	4.644684502	0.6794255461
805	4.644666303	0.6795722861
806	4.644635965	0.6796473237
807	4.644616259	0.6796539937
808	4.644611316	0.6796589962
809	4.644595136	0.6796840087
810	4.644574749	0.6799541437
811	4.644534854	0.6798691012
812	4.644521673	0.6798157412
813	4.644505119	0.6798707687
814	4.644479057	0.6796790062
815	4.644453046	0.6798307487
816	4.644435419	0.6799124562
817	4.644420319	0.6795906286
818	4.644406012	0.6796439887
819	4.644388191	0.6798424212
820	4.644364808	0.6800241788
821	4.64434093	0.6796439887
822	4.644330071	0.6797373687
823	4.644313678	0.6802076038
824	4.644299323	0.6800375188
825	4.644272153	0.6802159413
826	4.644242037	0.6803810238
827	4.644216251	0.6805427714
828	4.644193098	0.6805361014
829	4.644165731	0.6806294814
830	4.644127022	0.6808775221
831	4.644109955	0.6807708021
832	4.644078278	0.6806057195
833	4.644050745	0.680380607
834	4.644025469	0.6806424045
835	4.644002238	0.680443972
836	4.643986639	0.6804022845
837	4.643958628	0.6804289645
838	4.643947888	0.680507337
839	4.643933012	0.6804923295
840	4.643910055	0.6805857095
841	4.643886772	0.6806524095
842	4.643870006	0.6808391696
843	4.643849303	0.6809100384
844	4.643831263	0.6809850759
845	4.643815136	0.6808850258
846	4.643790293	0.6809000334
847	4.643772152	0.6810134234
848	4.643750081	0.681308571
849	4.643717028	0.681361931
850	4.643697285	0.6812918959
851	4.643679065	0.681485326
852	4.643666665	0.681548691
853	4.643647964	0.6812618809
854	4.6436305	0.6813435885
855	4.643600487	0.681558696
856	4.643584286	0.6814644822
857	4.643570778	0.6816479073
858	4.643541483	0.681385276
859	4.643519627	0.681451976
860	4.643500706	0.681605386
861	4.643457377	0.6818794119
862	4.64344384	0.6817610194
863	4.643432204	0.6817368406
864	4.64340528	0.6816709744
865	4.643387133	0.6815959369
866	4.643373605	0.6817693569
867	4.643360028	0.6817676894
868	4.643346869	0.6818910844
869	4.643331502	0.6824246846
870	4.643312825	0.682192902
871	4.64328915	0.6821712245
872	4.643251459	0.6822045745
873	4.643224473	0.6823779946
874	4.643209546	0.6824947196
875	4.643197026	0.6825213996
876	4.643175118	0.6823829971
877	4.643157802	0.6825314046
878	4.643152036	0.6826314546
879	4.643142652	0.6827281696
880	4.643114577	0.6826231171
881	4.643090357	0.6826264521
882	4.643072296	0.6827748597
883	4.643047424	0.6830533322
884	4.64303376	0.6829916347
885	4.643022745	0.6831667223
886	4.642985399	0.6832050748
887	4.642958032	0.6830783447
888	4.642939889	0.6831600522
889	4.642921681	0.6831950698
890	4.642887421	0.6833184648
891	4.642856958	0.6833301373
892	4.642839377	0.6834485298
893	4.642819415	0.6834318548
894	4.642799359	0.6836786449
895	4.64277756	0.6839087599
896	4.642765328	0.6837336724
897	4.642761175	0.6837586849
898	4.642734523	0.6838220499
899	4.642710107	0.6833935023
900	4.642696321	0.6835485798
901	4.642677003	0.6837353399
902	4.642661357	0.6838854149
903	4.642645269	0.6839762937
904	4.642624825	0.6836619699
905	4.642607962	0.6834843811
906	4.642594171	0.6835027236
907	4.642575522	0.6836094436
908	4.642562731	0.6839296037
909	4.642543651	0.6839195987
910	4.642526603	0.6841597187
911	4.64251606	0.6841046912
912	4.642497083	0.6841597187
913	4.642471934	0.6839704575
914	4.642452078	0.6840846812
915	4.642439857	0.6841180312
916	4.642420285	0.6838620699
917	4.642402824	0.6840996887
918	4.642377949	0.6840129787
919	4.642354901	0.6840546662
920	4.642345578	0.6839346062
921	4.642323969	0.6839612862
922	4.642310194	0.6841897338
923	4.642287944	0.6839712912
924	4.642269361	0.6838854149
925	4.642247262	0.683992135
926	4.642231318	0.6839304374
927	4.64221563	0.6840838475
928	4.642198528	0.68432897
929	4.642181214	0.6843806626
930	4.642163071	0.6844190151
931	4.64214404	0.6847708577
932	4.642126109	0.6847992052
933	4.642117902	0.6848092102
934	4.642105522	0.6847258351
935	4.642089179	0.6848642377
936	4.642075991	0.6849442777
